,,10470,10570,10670,10870,10970,11070,11470,11570,11670,11770,11870,11970,20370,20470,20570,20670,20870,20970,21070,21570,21670,21870,21970,30470,30570,30670,30870,30970,31070,31170,31670,31870,31970
,, CalIng, CalIng, CalIng, CalIng, CalIng, CalIng, CalIng, CalIng, CalIng, CalIng, CalIng, CalIng, CalSE, CalSE, CalSE, CalSE, CalSE, CalSE, CalSE, CalSE, CalSE, CalSE, CalSE, CalVar, CalVar, CalVar, CalVar, CalVar, CalVar, CalVar, CalVar, CalVar, CalVar
,, NO, NO2, NOX, CO, O3, PM2.5, PM2.5, PM2.5S, ET, RH, WS, WD, SO2, NO, NO2, NOX, CO, O3, PM2.5, ET, RH, WS, WD, NO, NO2, NOX, CO, O3, PM2.5, PM2.5S, RH, WS, WD
,, Ave, Ave, Ave, Ave, Ave, Ave, Ave, Ave, Ave, Ave, Ave, Ave, Ave, Ave, Ave, Ave, Ave, Ave, Ave, Ave, Ave, Ave, Ave, Ave, Ave, Ave, Ave, Ave, Ave, Ave, Ave, Ave, Ave
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,BC,BC,BC,BC,BC,BC,BC,BC,BC,BC,BC,BC,BC,BC,BC,BC,BC,BC,BC,BC,BC,BC,BC,BC,BC,BC,BC,BC,BC,BC,BC,BC,BC
2520,15/04/2023 23:00,0.00014,0.02443,0.02458,0.185,0.02525,MS,MS,7.015,6.576,33.562,3.267,277.192,0.00011,0.00016,0.00818,0.00834,0.227,0.03506,4.792,6.771,32.219,5.74,282.687,0.007,4.668,4.67,0.179,42.872,MS,4.124,39.153,4.315,308.061
2521,16/04/2023 0:00,-0.00002,0.01394,0.01394,0.178,0.02911,MS,MS,6.482,5.067,39.705,3.699,211.473,0.00015,0.00025,0.01391,0.01416,0.269,0.02774,8.562,5.676,35.354,5.838,263.279,0.003,3.838,3.835,0.196,43.739,MS,3.903,41.164,5.304,296.574
2522,16/04/2023 1:00,0.00143,0.02858,0.03003,0.234,0.01698,MS,MS,8.011,4.179,43.991,3.607,193.2,0.00013,0.00011,0.00996,0.01008,0.202,0.03059,6.272,4.898,37.01,5.27,254.232,0.009,5.474,5.476,0.188,43.187,MS,3.474,41.066,5.998,305.702
2523,16/04/2023 2:00,0.00197,0.01852,0.02046,0.228,0.02211,MS,MS,9.546,3,49.777,2.418,208.794,Z,Z,Z,Z,Z,Z,5.495,4.247,39.068,5.834,248.439,0.02,5.932,5.944,0.204,43.632,MS,3.47,40.787,5.556,289.82
2524,16/04/2023 3:00,0.00443,0.02236,0.02682,0.208,0.02346,MS,MS,5.594,3.348,46.326,3.609,231.232,0.00019,0.00011,0.0109,0.01101,0.186,0.02808,5.236,3.13,43.342,4.854,247.109,0.013,4.627,4.632,0.174,45.378,MS,3.962,41.218,6.254,270.962
2525,16/04/2023 4:00,Z,Z,Z,Z,Z,MS,MS,5.87,2.916,48.059,2.929,199.871,0.00023,0.00018,0.01812,0.0183,0.194,0.02067,5.284,2.232,47.883,1.567,213.762,Z,Z,Z,Z,Z,MS,3.826,44.118,3.984,274.747
2526,16/04/2023 5:00,0.00046,0.0165,0.01698,0.251,0.02532,MS,MS,6.248,1.721,54.358,1.906,187.647,0.00024,0.00026,0.0169,0.01716,0.193,0.01867,5.301,1.724,51.68,1.492,196.242,0.022,7.946,7.959,0.195,40.002,MS,3.573,47.233,6.449,291.146
2527,16/04/2023 6:00,0.00168,0.02389,0.02559,0.254,0.01528,MS,MS,7.377,1.066,59.274,3.729,202.273,0.00048,0.00378,0.03186,0.03564,0.209,0.00816,5.963,1.764,52.547,2.218,243.904,0.072,8.083,8.142,0.193,39.945,MS,3.354,47.993,5.327,282.198
2528,16/04/2023 7:00,0.0107,0.03284,0.04356,0.319,0.00835,MS,MS,8.333,2.289,57.462,2.665,151.25,0.00034,0.00204,0.01827,0.02031,0.193,0.02169,5.24,2.946,48.786,5.17,246.223,0.243,5.378,5.623,0.182,43.239,MS,3.005,45.587,6.67,295.492
2529,16/04/2023 8:00,0.00835,0.02144,0.0298,0.241,0.02492,MS,MS,5.636,5.865,42.493,4.769,197.278,0.00033,0.00411,0.0139,0.01801,0.2,0.02686,5.371,4.97,41.132,2.244,241.638,0.724,4.123,4.84,0.162,45.848,MS,2.468,39.172,7.988,296.03
2530,16/04/2023 9:00,0.00263,0.00692,0.00957,0.191,0.04035,MS,MS,3.884,8.268,34.409,5.642,217.011,0.0004,0.00199,0.00669,0.00868,0.174,0.03755,4.762,8.532,30.568,3.044,216.256,0.361,1.951,2.307,0.157,49.802,MS,1.991,31.907,9.221,287.699
2531,16/04/2023 10:00,0.00124,0.00279,0.00404,0.172,0.04753,MS,MS,3.058,10.521,26.575,7.819,196.518,0.00027,0.00085,0.00349,0.00434,0.159,0.04377,3.8,10.87,24.327,5.223,170.099,0.185,1.265,1.441,0.151,51.971,MS,2.198,27.591,6.782,239.986
2532,16/04/2023 11:00,0.00067,0.00133,0.00203,0.168,0.05039,MS,MS,3.934,11.616,23.994,8.503,193.936,0.00031,0.00027,0.00184,0.0021,0.146,0.04602,3.292,12.19,22.382,8.296,175.568,0.353,1.505,1.85,0.15,52.293,MS,3.441,26.165,7.978,185.436
2533,16/04/2023 12:00,0.00026,0.00081,0.00109,0.155,0.05213,MS,MS,3.159,12.928,22.355,8.323,172.166,0.00012,0.0002,0.00165,0.00185,0.143,0.04708,3.201,13.492,21.311,10.005,165.511,0.337,1.602,1.931,0.152,53.204,MS,4.009,25.141,8.797,178.232
2534,16/04/2023 13:00,0.0004,0.00037,0.00078,0.143,0.05308,MS,MS,4.597,14.374,20.839,7.427,190.932,0.00009,0.00017,0.00165,0.00182,0.14,0.04762,3.232,14.887,20.383,9.543,150.289,0.267,1.485,1.745,0.144,54.463,MS,3.838,23.111,9.853,167.632
2535,16/04/2023 14:00,0.0003,0.00044,0.00075,0.135,0.05492,MS,MS,3.817,15.203,20.333,7.559,149.331,0.00008,0.00015,0.00157,0.00172,0.137,0.05006,3.172,16.087,18.684,10.877,167.502,0.258,1.467,1.717,0.141,55.167,MS,4.432,22.184,8.075,165.931
2536,16/04/2023 15:00,0.00036,0.00058,0.00095,0.127,0.05536,MS,MS,3.865,16.193,18.333,5.656,211.266,0.00008,0.00023,0.00162,0.00185,0.137,0.04978,3.178,16.174,18.301,16.967,179.355,0.213,1.454,1.66,0.134,56.093,MS,4.344,20.795,6.924,149.342
2537,16/04/2023 16:00,0.00049,0.00074,0.00124,0.125,0.05445,MS,MS,4.539,16.628,17.401,11.249,202.824,0.00007,0.00024,0.00165,0.00189,0.137,0.04894,4.375,16.229,19.032,22.685,162.349,0.256,1.597,1.846,0.121,54.201,MS,3.643,18.983,7.366,203.268
2538,16/04/2023 17:00,0.00058,0.00166,0.00225,0.127,0.05248,MS,MS,6.691,16.351,18.612,15.485,210.809,0.00007,0.00022,0.00179,0.00202,0.139,0.04808,3.405,15.612,19.959,20.547,188.698,0.094,1.223,1.311,0.116,53.272,MS,4.487,19.904,11.416,233.422
2539,16/04/2023 18:00,0.00036,0.00309,0.00346,0.133,0.04857,MS,MS,4.946,14.545,22.763,13.817,215.992,0.0001,0.00014,0.00206,0.0022,0.143,0.04557,3.002,14.258,22.703,15.852,202.381,0.071,2.313,2.378,0.121,50.118,MS,5.291,23.442,10.73,257.396
2540,16/04/2023 19:00,0.00046,0.00913,0.0096,0.141,0.04286,MS,MS,4.025,13.499,25.271,9.833,206.256,0.00016,0.0001,0.00355,0.00365,0.154,0.04422,3.66,13.542,25.122,9.78,192.908,0.02,2.458,2.472,0.128,48.079,MS,5.445,27.62,8.363,205.202
2541,16/04/2023 20:00,0.00031,0.00789,0.00821,0.156,0.04192,MS,MS,4.473,12.687,28.344,6.386,194.799,0.00011,0.00009,0.00422,0.00431,0.163,0.04236,3.85,12.81,28.738,9.686,191.554,0.038,3.71,3.742,0.135,47.264,MS,6.033,29.229,6.328,210.692
2542,16/04/2023 21:00,0.00017,0.00504,0.00522,0.153,0.04316,MS,MS,3.951,11.702,34.011,12.352,203.779,0.00013,0.00009,0.00297,0.00306,0.153,0.04238,3.593,11.829,34.35,15.133,193.285,0.18,7.048,7.222,0.137,43.174,MS,5.222,35.05,11.137,200.126
2543,16/04/2023 22:00,0.00042,0.00497,0.0054,0.141,0.04529,MS,MS,2.781,10.801,39.978,16.291,208.241,0.00015,0.00007,0.00219,0.00226,0.146,0.04394,3.473,10.82,40.437,20.138,194.52,0.132,3.083,3.21,0.135,46.759,MS,3.765,43.693,14.609,201.098
2544,16/04/2023 23:00,0.00043,0.00123,0.00166,0.139,0.0474,MS,MS,2.105,9.141,49.756,13.375,202.013,0.00024,0.00007,0.00265,0.00272,0.145,0.04266,2.94,9.349,50.842,17.637,193.763,0.171,3.795,3.961,0.143,46.745,MS,2.58,49.514,12.225,199.809
2545,17/04/2023 0:00,0.00046,0.00334,0.00381,0.155,0.0413,MS,MS,1.889,7.492,59.471,7.527,184.528,0.00017,0.00012,0.00315,0.00327,0.162,0.03613,2.087,7.407,62.494,7.879,153.325,0.07,4.448,4.512,0.146,44.593,MS,1.542,54.994,7.773,160.511
2546,17/04/2023 1:00,0.0004,0.00948,0.00989,0.179,0.03294,MS,MS,3.777,6.789,62.496,4.073,184.021,0.00015,0.00002,0.00305,0.00307,0.147,0.0368,2.516,7.365,59.773,14.088,181.567,0.03,6.552,6.574,0.162,39.994,MS,1.473,58.708,8.089,156.719
2547,17/04/2023 2:00,0.00054,0.00563,0.00616,0.146,0.0381,MS,MS,3.735,6.39,55.457,8.564,202.109,Z,Z,Z,Z,Z,Z,2.893,7.253,47.749,16.302,183.604,-0.005,3.442,3.435,0.149,43.814,MS,1.629,53.999,3.02,251.745
2548,17/04/2023 3:00,0.00057,0.01029,0.01087,0.159,0.03363,MS,MS,4.344,4.938,54.269,5.661,243.13,0.00012,0.00006,0.00461,0.00468,0.141,0.04112,3.216,6.744,37.359,10.956,216.962,-0.012,3.907,3.894,0.146,41.704,MS,1.767,54.9,6.309,302.721
2549,17/04/2023 4:00,Z,Z,Z,Z,Z,MS,MS,3.861,5.562,41.699,8.164,260.047,0.00012,0.00006,0.00625,0.00631,0.149,0.03987,2.132,6.735,33.31,13.652,222.755,Z,Z,Z,Z,Z,MS,1.202,43.138,4.726,293.568
2550,17/04/2023 5:00,0.00202,0.01669,0.0187,0.186,0.03289,MS,MS,3.376,4.935,38.986,5.141,253.538,0.00015,-0.00003,0.00769,0.00765,0.173,0.0359,2.247,5.317,36.608,5.686,200.243,0.041,4.682,4.719,0.133,42.425,MS,0.782,43.054,3.952,305.469
2551,17/04/2023 6:00,0.00159,0.01937,0.02097,0.18,0.02992,MS,MS,5.516,4.728,36.392,6.936,216.632,0.00017,0.0002,0.01072,0.01092,0.188,0.03796,2.96,5.565,31.284,9.056,200.813,0.14,9.789,9.925,0.172,37.74,MS,1.88,43.779,2.413,243.143
2552,17/04/2023 7:00,0.01087,0.03138,0.04207,0.256,0.0241,MS,MS,9.269,5.261,30.522,7.415,196.991,0.00016,0.00095,0.01388,0.01483,0.238,0.03727,5.454,5.653,27.011,8.698,184.506,0.586,6.417,6.999,0.163,50.801,MS,2.539,24.376,11.454,222.979
2553,17/04/2023 8:00,0.00628,0.01571,0.02199,0.223,0.04054,MS,MS,6.486,6.895,23.288,9.251,204.21,0.00006,0.002,0.00855,0.01055,0.195,0.03929,8.944,6.779,26.243,13.708,166.685,1.054,6.064,7.115,0.157,52.522,MS,3.847,20.761,9.553,215.766
2554,17/04/2023 9:00,0.00154,0.0035,0.00504,0.161,0.05037,MS,MS,9.236,8.547,19.017,15.212,219.029,0.00007,0.00131,0.00465,0.00596,0.184,0.04475,5.102,8.264,20.571,20.259,214.049,0.864,3.817,4.678,0.141,55.674,MS,3.283,17.159,6.771,217.143
2555,17/04/2023 10:00,0.00151,0.00233,0.00383,0.161,0.05019,MS,MS,16.214,8.887,18.887,22.387,233.521,0.00006,0.00091,0.00308,0.00399,0.177,0.04675,5.48,8.555,18.577,25.457,237.944,0.934,3.196,4.127,0.139,52.523,MS,3.496,19.592,18.916,240.479
2556,17/04/2023 11:00,0.00092,0.00137,0.00229,0.158,0.05199,MS,MS,10.979,8.541,20.611,23.836,236.555,0.00004,0.00094,0.00291,0.00385,0.18,0.048,5.989,8.286,19.076,28.557,234.753,0.522,1.866,2.386,0.138,53.257,MS,2.01,22.759,17.833,259.848
2557,17/04/2023 12:00,0.00088,0.00216,0.00304,0.153,0.05139,MS,MS,13.276,8.281,21.659,23.374,284.074,0.00006,0.00081,0.0028,0.00361,0.179,0.04724,5.901,8.441,20.139,21.362,243.929,0.27,1.287,1.554,0.143,53.243,MS,6.946,24.153,24.471,281.135
2558,17/04/2023 13:00,0.00198,0.00363,0.0056,0.146,0.04936,MS,MS,12.272,7.063,20.893,31.175,297.523,0.00003,0.00126,0.00368,0.00494,0.18,0.04567,22.686,7.346,22.867,26.337,282.846,0.281,1.226,1.504,0.138,53.184,MS,3.457,22.489,27.349,282.635
2559,17/04/2023 14:00,0.00108,0.00195,0.00304,0.136,0.05149,MS,MS,4.714,8.138,15.793,25.678,299.783,0.00004,0.00091,0.0027,0.00361,0.17,0.04704,4.052,8.38,17.449,21.781,261.092,0.232,1.06,1.29,0.137,54.038,MS,0.901,17.971,19.394,290.185
2560,17/04/2023 15:00,0.00058,0.0015,0.00209,0.127,0.05284,MS,MS,4.927,8.736,14.212,22.838,287.152,0.00003,0.00109,0.00333,0.00442,0.174,0.04872,3.652,8.607,13.036,15.509,286.287,0.293,1.177,1.468,0.137,55.081,MS,1.481,16.312,22.809,282.026
2561,17/04/2023 16:00,0.00162,0.0021,0.00371,0.121,0.05381,MS,MS,4.896,8.388,14.275,22.561,281.339,0.00003,0.00081,0.00264,0.00345,0.166,0.05132,5.761,8.173,13.304,25.726,276.654,0.307,1.244,1.55,0.135,56.861,MS,1.564,16.279,22.016,270.434
2562,17/04/2023 17:00,0.00063,0.00181,0.00244,0.117,0.05541,MS,MS,4.096,8.155,12.771,21.616,275.788,0.00001,0.00076,0.00279,0.00354,0.162,0.05305,3.468,8.169,11.432,23.52,264.211,0.226,1.145,1.37,0.134,57.088,MS,1.137,15.091,20.114,276.378
2563,17/04/2023 18:00,0.00051,0.00229,0.0028,0.11,0.05485,MS,MS,4.413,8.164,10.049,21.275,294.465,0.00003,0.00047,0.00237,0.00284,0.163,0.05368,2.937,8.378,8.902,19.751,276.822,0.185,1.304,1.488,0.131,56.887,MS,1.246,11.852,19.673,281.033
2564,17/04/2023 19:00,0.0013,0.00245,0.00376,0.107,0.04956,MS,MS,3.236,7.851,8.351,21.081,302.189,0.00002,0.00029,0.00243,0.00273,0.17,0.04829,2.216,8.277,7.69,17.592,279.608,0.122,1.602,1.723,0.129,51.748,MS,0.205,9.849,18.929,286.688
2565,17/04/2023 20:00,-0.0011,0.00475,0.00365,0.121,0.0457,MS,MS,2.384,6.571,10.337,13.187,296.731,0.00003,0.00027,0.00527,0.00554,0.186,0.04336,2.264,6.972,9.74,9.774,280.318,0.027,2.117,2.144,0.129,49.444,MS,0.265,12.446,14.19,288.422
2566,17/04/2023 21:00,-0.00016,0.00567,0.00551,0.127,0.04318,MS,MS,2.551,4.785,14.604,6.279,334.251,0.00007,0.00013,0.01349,0.0136,0.249,0.03344,3.816,5.052,13.839,1.807,245.225,0.017,4.854,4.865,0.144,44.72,MS,1.064,16.35,5.711,302.941
2567,17/04/2023 22:00,-0.00011,0.01082,0.0107,0.155,0.03499,MS,MS,3.009,2.553,20.243,2.688,215.994,0.00021,0.00235,0.03126,0.03359,0.369,0.01342,33.431,3.121,21.812,1.062,258.341,0.322,9.565,9.883,0.178,37.455,MS,1.952,19.66,2.492,264.5
2568,17/04/2023 23:00,0.00113,0.03313,0.03426,0.3,0.0108,MS,MS,8.555,1.116,30.17,3.565,44.706,0.00033,0.01342,0.04407,0.05748,0.349,0.00267,24.225,1.951,31.438,1.333,52.766,0.117,23.156,23.273,0.249,19.911,MS,4.676,28.387,2.184,352.058
2569,18/04/2023 0:00,0.00175,0.04388,0.04563,0.339,0.0033,MS,MS,7.893,-0.66,32.222,0.499,218.011,0.00021,0.01607,0.04225,0.05832,0.35,0.00129,23.457,0.274,38.227,2.018,196.834,0.646,31.146,31.793,0.287,12.344,MS,6.249,31.42,0.92,259.67
2570,18/04/2023 1:00,0.00693,0.04172,0.04865,0.397,0.00079,MS,MS,8.933,-1.857,52.682,0.712,348.66,0.00038,0.00979,0.03736,0.04715,0.301,0.00404,7.076,-0.963,34.307,2.979,258.051,1.063,29.439,30.502,0.235,12.258,MS,3.219,35.943,2.634,291.089
2571,18/04/2023 2:00,0.02858,0.04382,0.07239,0.433,0.00075,MS,MS,8.856,-2.449,47.795,2.119,334.279,Z,Z,Z,Z,Z,Z,6.037,-2.281,38.773,3.892,281.552,0.178,19.554,19.733,0.188,20.007,MS,1.293,38.241,3.056,296.624
2572,18/04/2023 3:00,0.0286,0.04443,0.07304,0.395,0.00067,MS,MS,6.433,-3.128,45.698,2.769,341.7,0.0002,0.00168,0.02464,0.02633,0.249,0.01228,4.741,-2.851,38.08,4.307,304.334,0.193,13.675,13.869,0.198,23.786,MS,2.016,40.749,2.778,314.315
2573,18/04/2023 4:00,Z,Z,Z,Z,Z,MS,MS,5.46,-3.489,44.393,2.788,352.613,0.00016,0.00562,0.02499,0.0306,0.218,0.01252,4.528,-3.449,38.992,6.993,270.566,Z,Z,Z,Z,Z,MS,2.821,45.147,6.592,309.888
2574,18/04/2023 5:00,0.01697,0.03865,0.05579,0.269,0.00371,MS,MS,3.703,-4.222,45.561,0.769,337.564,0.00011,0.00234,0.01946,0.02179,0.203,0.01725,3.573,-4.084,40.147,6.271,271.069,0.151,11.115,11.267,0.175,23.083,MS,2.083,47.918,4.304,313.552
2575,18/04/2023 6:00,0.00775,0.03533,0.04307,0.33,0.00337,MS,MS,5.251,-4.147,45.288,6.974,347.466,0.00026,0.00408,0.02523,0.02931,0.256,0.0117,8.234,-4.317,42.103,5.024,278.048,0.677,13.952,14.63,0.154,20.571,MS,1.81,49.301,6.818,319.445
2576,18/04/2023 7:00,0.02191,0.03245,0.05436,0.395,0.00684,MS,MS,8.38,-3.281,44.884,7.106,351.261,0.00096,0.02722,0.03427,0.06149,0.4,0.00573,14.946,-3.287,42.17,5.668,277.541,4.228,16.127,20.356,0.175,18.756,MS,3.487,50.348,6.472,320.788
2577,18/04/2023 8:00,0.02948,0.02989,0.05935,0.431,0.0122,MS,MS,9.948,-0.222,37.284,5.011,350.502,0.00174,0.04675,0.03467,0.08142,0.483,0.00853,23.539,-0.581,36.518,5.445,282.667,7.348,13.868,21.216,0.178,23.574,MS,5.909,45.57,7.525,309.018
2578,18/04/2023 9:00,0.02089,0.02646,0.04732,0.39,0.02139,MS,MS,9.906,3.656,24.907,3.116,338.734,0.00227,0.03933,0.03665,0.07598,0.403,0.01525,19.494,3.563,25,1.975,344.412,7.383,12.223,19.606,0.187,30.954,MS,9.077,32.291,3.818,285.429
2579,18/04/2023 10:00,0.00422,0.01009,0.01429,0.249,0.04604,MS,MS,5.543,6.479,16.696,8.124,125.837,0.00084,0.01536,0.02386,0.03922,0.245,0.03136,10.425,6.841,17.333,6.903,98.397,5.498,12.159,17.658,0.211,42.758,MS,6.324,18.724,7.151,118.263
2580,18/04/2023 11:00,0.00172,0.00445,0.00616,C,0.0504,MS,MS,5.887,7.72,13.805,12.25,132.012,0.00015,0.00283,0.00765,0.01047,0.158,0.0448,4.704,8.203,12.603,12.946,113.171,2.178,5.751,7.929,0.155,50.065,MS,4.017,14.968,10.56,126.142
2581,18/04/2023 12:00,0.00087,0.0027,0.00356,C,0.05145,MS,MS,5.514,8.776,10.777,13.946,122.148,0.0001,0.00188,0.00518,0.00706,0.151,0.04697,5.13,9.46,10.054,16.341,123.549,0.932,2.644,3.576,0.135,52.732,MS,2.76,11.44,12.995,115.337
2582,18/04/2023 13:00,0.00096,0.00261,0.00356,C,0.0504,MS,MS,3.856,9.8,8.482,13.412,140.856,0.00008,0.00169,0.00528,0.00697,0.152,0.04607,5.097,10.058,9.63,15.832,124.641,0.724,2.162,2.885,0.133,52.199,MS,3.139,9.977,13.122,140.446
2583,18/04/2023 14:00,0.00062,0.00221,0.00282,C,0.05007,MS,MS,C,10.173,7.829,11.461,126.567,0.00006,0.00158,0.00476,0.00634,0.159,0.04742,4.657,10.809,7.185,14.319,117.526,0.535,1.812,2.346,0.134,53.218,MS,2.007,8.388,11.112,135.615
2584,18/04/2023 15:00,0.00064,0.00261,0.00323,0.04,0.05144,MS,MS,C,10.611,7.962,11.651,134.836,0.00006,0.00136,0.00459,0.00595,0.161,0.04811,4.309,11.17,7.01,13.842,121.896,0.454,1.719,2.175,0.128,53.433,MS,2.388,8.687,10.877,123.227
2585,18/04/2023 16:00,0.0034,0.00521,0.00855,0.041,0.05047,MS,MS,17.977,10.581,7.938,10.862,141.951,0.00004,0.00078,0.00379,0.00456,0.166,0.04942,4.557,10.67,7.793,14.515,136.065,0.485,2.172,2.656,0.129,52.98,MS,2.631,8.866,10.604,119.958
2586,18/04/2023 17:00,0.00051,0.00326,0.00377,0.025,0.05229,MS,MS,12.439,10.122,8.821,9.92,133.421,0.00006,0.00063,0.0046,0.00523,0.177,0.04867,4.501,10.35,8.879,11.48,122.637,0.354,2.302,2.654,0.126,53.032,MS,2.943,9.123,9.276,130.295
2587,18/04/2023 18:00,0.00021,0.00332,0.00351,0.041,0.05186,MS,MS,7.446,9.422,11.268,11.162,99.677,0.00008,0.00035,0.00416,0.00451,0.18,0.04736,4.232,9.65,12.946,7.019,157.599,0.205,2.394,2.599,0.123,53.749,MS,3.103,11.506,7.814,120.852
2588,18/04/2023 19:00,-0.00003,0.00417,0.00413,0.062,0.05063,MS,MS,3.351,9.011,15.032,10.367,112.908,0.00009,0.00047,0.00566,0.00614,0.178,0.04494,5.996,9.25,16.522,5.058,115.579,0.16,3.356,3.515,0.135,52.93,MS,3.085,13.004,8.258,92.878
2589,18/04/2023 20:00,-0.00001,0.0058,0.00578,0.067,0.04918,MS,MS,3.849,8.116,23.538,6.846,142.139,0.00014,0.00015,0.00545,0.00559,0.176,0.04506,7.591,8.231,24.338,9.445,122.761,0.113,3.334,3.446,0.141,54.569,MS,3.408,23.957,8.645,144.637
2590,18/04/2023 21:00,-0.00022,0.00539,0.00517,0.064,0.04893,MS,MS,3.985,7.358,29.679,8.08,182.368,0.00012,0.00006,0.00426,0.00432,0.169,0.04461,3.734,7.153,32.289,9.68,195.76,0.075,4.173,4.246,0.146,52.756,MS,4.059,30.77,5.369,162.041
2591,18/04/2023 22:00,-0.00011,0.01141,0.01129,0.095,0.04101,MS,MS,3.78,6.193,35.911,2.865,167.123,0.00041,0.00008,0.00845,0.00853,0.173,0.03944,4.323,6.459,36.663,2.054,204.914,0.116,6.414,6.528,0.156,47.774,MS,4.894,35.573,3.729,196.686
2592,18/04/2023 23:00,0.00001,0.00918,0.00917,0.153,0.03966,MS,MS,2.295,5.356,39.11,6.58,103.781,0.00014,0.00038,0.01951,0.0199,0.173,0.02646,8.823,5.814,37.155,5.834,69.842,0.042,8.51,8.55,0.185,43.072,MS,5.623,39.372,3.952,81.305
2593,19/04/2023 0:00,0.00027,0.01027,0.01052,0.154,0.03465,MS,MS,2.419,4.254,45.062,6.45,93.806,0.00024,0.00062,0.01666,0.01727,0.154,0.02421,6.35,4.289,44.674,5.67,60.063,0.145,8.653,8.796,0.172,39.64,MS,4.556,42.71,4.812,88.064
2594,19/04/2023 1:00,0.00057,0.01366,0.01421,0.156,0.0292,MS,MS,2.576,3.362,51.326,7.406,90.836,0.00012,0.00081,0.01702,0.01784,0.149,0.02114,5.433,2.97,53.099,5.824,58.505,0.13,10.129,10.256,0.171,37.647,MS,6.374,47.384,4.521,89.183
2595,19/04/2023 2:00,0.00023,0.01169,0.01191,0.176,0.02882,MS,MS,2.59,2.318,57.716,2.96,102.678,Z,Z,Z,Z,Z,Z,5.757,1.776,65.126,5.68,87.784,0.17,10.19,10.357,0.165,36.834,MS,7.548,51.152,4.473,91.323
2596,19/04/2023 3:00,0.00214,0.01516,0.01728,0.178,0.02423,MS,MS,2.801,0.763,67.229,0.686,66.769,0.00011,0.00056,0.02573,0.02629,0.17,0.01025,7.154,1.142,73.12,1.158,24.335,0.303,15.119,15.42,0.182,30.631,MS,8.347,56.017,2.759,84.28
2597,19/04/2023 4:00,Z,Z,Z,Z,Z,MS,MS,4.53,0.171,77.681,2.224,85.446,0.00012,0.00524,0.03181,0.03704,0.202,0.00611,9.582,0.962,76.082,2.929,46.367,Z,Z,Z,Z,Z,MS,9.027,63.778,1.487,333.873
2598,19/04/2023 5:00,0.00023,0.01747,0.01769,0.22,0.02153,MS,MS,3.795,0.632,82.537,4.791,93.887,0.00007,0.00233,0.02141,0.02373,0.162,0.01358,7.74,0.369,89.003,6.256,75.775,0.572,25.812,26.38,0.215,13.358,MS,8.831,66.884,1.103,308.222
2599,19/04/2023 6:00,0.0008,0.01146,0.01225,0.202,0.02163,MS,MS,5.046,-0.624,99.719,8.12,97.612,0.00009,0.00375,0.01177,0.01552,0.148,0.0183,8.423,-0.509,99.711,8.309,87.468,1.112,24.85,25.958,0.222,13.82,MS,10.268,69.112,4.694,94.534
2600,19/04/2023 7:00,0.00054,0.00758,0.00811,0.179,0.02551,MS,MS,4.652,-0.996,99.456,4.338,95.682,0.00004,0.0064,0.01789,0.02428,0.172,0.01424,12.821,-0.55,99.525,5.25,56.895,1.456,13.164,14.616,0.195,22.697,MS,20.908,87.227,6.745,93.91
2601,19/04/2023 8:00,0.00327,0.01486,0.01813,0.234,0.02117,MS,MS,5.11,-0.164,99.4,0.289,148.3,0.00004,0.00518,0.02441,0.02959,0.176,0.01171,10.854,-0.027,99.5,1.117,165.227,2.148,10.145,12.29,0.194,27.998,MS,15.396,92.101,0.745,333.414
2602,19/04/2023 9:00,0.00311,0.00975,0.01285,0.208,0.02602,MS,MS,4.471,0.266,99.492,7.305,98.343,0.00005,0.00678,0.01537,0.02215,0.161,0.0179,7.783,0.448,99.519,7.281,61.15,4.375,13.148,17.52,0.23,27.681,MS,14.338,84.323,3.231,80.837
2603,19/04/2023 10:00,0.00163,0.00556,0.00719,0.173,0.02984,MS,MS,4.698,0.707,99.657,7.277,49.46,0.00005,0.00515,0.0104,0.01555,0.142,0.02248,7.513,0.508,99.604,6.692,28.545,5.057,10.26,15.317,0.211,30.536,MS,11.369,78.122,6.319,80.094
2604,19/04/2023 11:00,0.00173,0.00502,0.00673,0.175,0.0315,MS,MS,4.947,1.607,99.869,9.356,59.387,0.00004,0.004,0.01002,0.01402,0.151,0.0234,7.903,1.666,99.721,6.468,42.624,4.194,7.318,11.498,0.174,34.343,MS,7.958,72.267,7.153,76.121
2605,19/04/2023 12:00,0.00231,0.00395,0.00625,0.17,0.03247,MS,MS,5.947,3.083,88.163,9.282,47.429,0.00007,0.00357,0.0069,0.01047,0.143,0.02674,9.136,3.118,97.86,9.803,36.576,3.011,5.468,8.478,0.173,36.483,MS,8.05,66.272,7.942,86.049
2606,19/04/2023 13:00,0.00165,0.00311,0.00475,0.159,0.03653,MS,MS,4.148,4.335,67.31,12.486,66.432,0.00013,0.00389,0.00619,0.01008,0.131,0.03029,8.333,4.451,71.742,12.421,50.029,1.377,3.114,4.482,0.168,41.349,MS,6.331,59.017,9.877,48.05
2607,19/04/2023 14:00,0.00131,0.00289,0.0042,0.15,0.03946,MS,MS,4.509,4.723,58.156,16.335,74.914,0.00013,0.00298,0.00503,0.00801,0.128,0.03346,7.888,4.931,59.553,13.721,58.572,0.929,2.803,3.72,0.164,44.381,MS,5.825,54.478,12.348,63.753
