4614,12/07/2017 5:00,0.0046,0.01908,0.02373,0.213,0.00169,MS,MS,21.057,11.03,MS,1.928,158.178,0.00001,0.00067,0.00857,0.00946,0.208,0.01678,21.805,11.697,96.638,3.3,113.578,0.221,8.723,8.954,0.283,11.228,20.971,20.971,91.914,1.761,191.081
4615,12/07/2017 6:00,0.01526,0.02214,0.03751,0.303,0.00224,MS,MS,25.469,11.633,MS,3.3,119.836,-0.00001,0.00036,0.00851,0.00924,0.214,0.01712,20.668,11.945,97.388,4.429,131.245,1.578,11.615,13.201,0.306,7.555,20.971,20.971,91.637,2.667,182.12
4616,12/07/2017 7:00,0.00656,0.01809,0.02467,0.19,0.00873,MS,MS,25.765,12.33,MS,4.663,124.447,-0.00012,0.00187,0.0095,0.01186,0.218,0.01842,17.771,12.234,95.792,6.132,116.651,1.618,8.744,10.378,0.295,17.47,19.648,19.648,90.116,4.798,147.382
4617,12/07/2017 8:00,0.00622,0.01338,0.01961,0.191,0.01399,MS,MS,21.812,13.136,MS,5.745,129.932,-0.0001,0.00142,0.00566,0.00747,0.188,0.02252,13.759,13.363,90.688,7.937,130.651,2.629,9.002,11.64,0.32,21.459,18.19,18.19,85.329,5.786,161.722
4618,12/07/2017 9:00,0.00416,0.01018,0.01432,0.18,0.02157,MS,MS,17.131,15.134,MS,7.576,161.66,0.00004,0.00016,0.00383,0.00444,0.199,0.03192,9.765,15.22,80.417,12.761,153.928,1.834,6.563,8.408,0.293,28.928,14.382,14.382,78.726,7.308,156.128
4619,12/07/2017 10:00,0.00255,0.00725,0.00981,0.154,0.02945,MS,MS,14.103,16.381,MS,10.164,158.756,0.00015,0.00022,0.00399,0.00467,0.194,0.03503,8.139,16.309,75.499,14.165,147.788,1.375,5.251,6.634,0.253,32.54,12.169,12.169,73.399,7.604,165.094
4620,12/07/2017 11:00,0.00149,0.00497,0.00645,0.132,0.03414,MS,MS,11.519,17.933,MS,10.783,164.956,0.00019,0.00016,0.00293,0.00314,0.189,0.04028,5.612,18.638,67.734,15.632,156.331,1.677,5.445,7.129,0.253,35.123,10.892,10.892,69.502,8.679,156.253
4621,12/07/2017 12:00,0.00116,0.00412,0.00528,0.138,0.03989,MS,MS,8.715,19.937,MS,11.194,162.738,0.0003,0.00017,0.00202,0.00197,0.179,0.045,4.003,20.198,61.989,18.612,149.707,0.88,3.865,4.752,0.218,42.092,9.193,9.193,62.62,10.026,163.649
4622,12/07/2017 13:00,0.00093,0.00345,0.00441,0.132,0.04298,MS,MS,8.721,21.586,MS,12.479,158.751,0.00009,0.00019,0.00201,0.00184,0.186,0.04633,5.239,21.378,57.597,18.843,146.19,0.616,3.315,3.936,0.226,46.75,8.278,8.278,57.283,9.595,162.459
4623,12/07/2017 14:00,0.00116,0.00363,0.00481,0.158,0.04309,MS,MS,11.682,22.448,MS,11.691,159.467,0.00025,0.00021,0.00234,0.00216,0.198,0.04638,7.846,21.721,55.288,16.315,147.649,0.742,3.572,4.313,0.227,48.173,9.859,9.859,54.068,10.26,151.973
4624,12/07/2017 15:00,0.00117,0.006,0.00716,0.175,0.03938,MS,MS,12.612,21.854,MS,10.325,138.62,0.00011,0.00027,0.00589,0.00637,0.22,0.04165,10.339,21.467,57.139,12.218,133.947,0.642,3.664,4.31,0.244,45.964,12.837,12.837,51.73,9.921,137.796
4625,12/07/2017 16:00,0.00146,0.00463,0.00612,0.165,0.04237,MS,MS,13.151,23.568,MS,12.93,137.796,0.00015,0.00079,0.00515,0.00641,0.225,0.04063,10.538,22.682,54.867,13.607,131.604,0.734,4.879,5.616,0.265,45.386,14.711,14.711,49.146,9.505,138.747
4626,12/07/2017 17:00,0.00309,0.0052,0.00833,0.156,0.04255,MS,MS,14.994,24.037,MS,12.542,161.312,0.00019,0.00026,0.00209,0.00184,0.197,0.04922,9.61,23.242,45.075,21.941,153.585,0.621,3.571,4.195,0.268,47.792,15.489,15.489,44.652,12.251,157.613
4627,12/07/2017 18:00,0.00063,0.00323,0.00392,0.122,0.04734,MS,MS,12.002,24.009,MS,12.478,156.427,0.0001,0.00026,0.00166,0.00152,0.175,0.05048,8.239,23.912,40.111,17.53,149.369,0.515,3.282,3.799,0.226,50.819,11.788,11.788,38.271,11.538,159.407
4628,12/07/2017 19:00,0.00045,0.00351,0.00403,0.104,0.0448,MS,MS,8.306,23.816,MS,9.607,111.921,0.00014,0.00027,0.00377,0.00411,0.16,0.04435,5.936,23.658,46.171,11.142,99.911,0.424,4.12,4.545,0.221,49.133,9.552,9.552,36.658,6.636,128.496
4629,12/07/2017 20:00,0.00022,0.00349,0.00374,0.114,0.03896,MS,MS,6.432,22.055,MS,9.79,111.739,0.00029,0.00031,0.00744,0.00801,0.166,0.03412,5.407,21.897,62.394,9.695,96.336,0.198,4.715,4.913,0.202,43.847,6.199,6.199,48.481,7.63,118.635
4630,12/07/2017 21:00,0.00022,0.00616,0.00636,0.141,0.03403,MS,MS,6.171,21.024,MS,4.547,33.226,0.00004,0.00031,0.00505,0.00507,0.166,0.03347,5.289,19.77,70.225,6.656,120.357,0.148,5.215,5.362,0.22,38.097,7.676,7.676,60.327,4.979,27.999
4631,12/07/2017 22:00,0.00015,0.00539,0.00549,0.134,0.03411,MS,MS,8.592,19.736,MS,12.346,44.119,0.00014,0.00031,0.00661,0.00687,0.177,0.03435,6.123,19.898,66.175,9.441,42.715,0.075,4.303,4.377,0.201,38.377,9.378,9.378,69.457,6.03,48.48
4632,12/07/2017 23:00,0.00017,0.00514,0.00524,0.133,0.03363,MS,MS,9.379,17.911,MS,8.7,48.727,0.00018,0.00017,0.00647,0.00664,0.178,0.02995,8.052,17.256,81.447,11.612,39.464,0.055,4.383,4.436,0.198,37.521,9.663,9.663,72.776,0.908,21.228
4633,13/07/2017 0:00,0.0002,0.00846,0.00863,0.154,0.0293,MS,MS,9.812,17.058,MS,3.576,349.069,0.00012,0.00017,0.00839,0.00847,0.186,0.02647,8.489,16.246,84.765,2.099,352.603,0.079,6.07,6.147,0.224,31.648,10.219,10.219,76.446,3.569,297.479
4634,13/07/2017 1:00,0.00019,0.01131,0.01144,0.187,0.02223,MS,MS,9.747,15.631,MS,4.656,317.566,0.00026,0.00042,0.01153,0.01207,0.201,0.02372,8.648,16.076,83.192,5.432,277.884,0.066,4.557,4.619,0.194,29.738,12.048,12.048,81.452,8.193,302.737
4635,13/07/2017 2:00,0.00017,0.00694,0.00707,0.136,0.02672,MS,MS,10.508,15.442,MS,7.939,331.797,Z,Z,Z,Z,Z,Z,6.802,15.363,83.63,5.551,288.615,0.077,6.932,7.005,0.196,24.963,14.19,14.19,82.736,9.486,312.612
4636,13/07/2017 3:00,0.0002,0.00954,0.00973,0.132,0.02091,MS,MS,12.182,14.429,MS,4.713,349.193,0.00026,0.00033,0.00992,0.00999,0.193,0.02115,8.521,14.572,86.053,3.569,219.584,0.063,6.753,6.812,0.215,20.298,16.26,16.26,85.081,8.795,314.545
4637,13/07/2017 4:00,0.00242,0.01457,0.01708,0.159,0.01316,MS,MS,14.684,13.309,MS,3.048,164.012,0.00049,0.00052,0.01245,0.01298,0.188,0.01898,9.942,14.086,86.08,1.918,267.54,0.109,6.924,7.029,0.229,16.689,17.98,17.98,87.734,3.558,309.247
4638,13/07/2017 5:00,0.00388,0.01887,0.02284,0.163,0.00694,MS,MS,15.273,12.24,MS,2.206,246.81,0.00024,0.00315,0.01397,0.01739,0.202,0.01235,10.725,13.29,89.11,4.249,266.067,0.248,6.184,6.428,0.219,15.549,19.158,19.158,86.754,7.76,308.588
4639,13/07/2017 6:00,0.00595,0.01516,0.02116,0.323,0.00687,MS,MS,15.693,13.184,MS,2.783,316.934,0.00029,0.0022,0.00855,0.01094,0.216,0.01373,12.05,13.314,85.663,6.065,269.356,0.998,5.499,6.494,0.238,13.906,19.432,19.432,84.881,8.652,317.361
4640,13/07/2017 7:00,0.01767,0.018,0.03579,0.262,0.00704,MS,MS,18.767,16.209,MS,2.642,250.839,0.00039,0.0104,0.01192,0.02284,0.305,0.01125,11.693,14.498,79.63,5.618,253.606,3.785,6.402,10.184,0.254,12.271,18.673,18.673,81.937,9.364,307.337
4641,13/07/2017 8:00,0.01076,0.01355,0.02437,0.248,0.01344,MS,MS,17.834,17.581,MS,4.817,249.975,0.00053,0.00582,0.0089,0.01513,0.265,0.01788,9.291,16.763,68.388,4.802,233.886,3.218,5.59,8.806,0.27,19.518,15.682,15.682,72.428,7.891,308.094
4642,13/07/2017 9:00,0.01002,0.01348,0.02356,0.236,0.02024,MS,MS,13.84,20.165,MS,4.723,240.508,0.00064,0.00328,0.00762,0.01121,0.225,0.0272,7.837,19.604,59.116,5.466,212.372,4.792,7.326,12.117,0.241,24.301,13.746,13.746,61.739,7.344,293.188
4643,13/07/2017 10:00,0.00491,0.01032,0.01521,0.178,0.03045,MS,MS,9.403,22.677,MS,5.292,178.237,0.00054,0.00243,0.0078,0.01051,0.199,0.0356,5.398,22.953,45.633,4.718,187.321,3.779,8.382,12.161,0.236,31.307,12.326,12.326,51.742,3.318,269.982
4644,13/07/2017 11:00,0.00208,0.00686,0.00892,0.148,0.04335,MS,MS,7.193,24.99,MS,5.776,173.274,0.00033,0.00052,0.00305,0.00329,0.13,0.04823,3.142,25.443,34.662,9.681,198.069,1.358,5.496,6.854,0.2,45.821,7.468,7.468,38.341,3.165,183.194
4645,13/07/2017 12:00,0.00044,0.00233,0.0028,0.076,0.05179,MS,MS,4.017,27.078,MS,5.954,188.295,-0.00002,0.00038,0.00143,0.00148,0.102,0.05538,2.549,27.057,24.018,9.697,199.012,0.425,2.317,2.743,0.154,52.756,3.932,3.932,29.408,4.612,156.368
4646,13/07/2017 13:00,0.00031,0.00184,0.00215,0.05,0.05587,MS,MS,3.217,28.474,MS,6.3,201.854,0.00004,0.0004,0.00223,0.00209,0.101,0.05692,3.133,28.015,23.054,12.092,154.364,1.199,1.984,3.185,0.135,54.821,2.912,2.912,23.337,5.739,211.356
4647,13/07/2017 14:00,0.00066,0.00283,0.00354,0.068,0.05716,MS,MS,3.069,29.495,MS,7.931,166.117,-0.00016,0.00028,0.00147,0.00128,0.094,0.05887,2.809,29.556,17.159,9.84,189.946,0.567,2.459,3.029,0.132,60.452,2.641,2.641,18.446,5.381,226.842
4648,13/07/2017 15:00,0.00055,0.00224,0.00279,0.07,0.05713,MS,MS,2.502,30.409,MS,6.119,227.05,-0.00024,0.00037,0.00155,0.00136,0.092,0.05657,2.481,30.194,16.14,13.407,198.513,0.415,1.888,2.306,0.129,60.518,2.468,2.468,16.999,7.965,200.214
4649,13/07/2017 16:00,0.00032,0.00186,0.00214,0.049,0.05833,MS,MS,2.504,30.902,MS,8.669,288.909,-0.00004,0.0005,0.00245,0.00263,0.096,0.05867,2.932,30.979,14.831,8.907,229.264,1.135,4.173,5.312,0.144,58.92,2.65,2.65,16.998,7.379,295.072
4650,13/07/2017 17:00,0.00128,0.00372,0.00499,0.058,0.05687,MS,MS,2.666,31.115,MS,6.805,278.421,-0.00007,0.00043,0.00242,0.00248,0.092,0.05973,3.383,30.976,14.361,10.397,271.693,0.287,1.86,2.152,0.142,58.959,2.75,2.75,17.604,7.482,308.77
4651,13/07/2017 18:00,0.00023,0.00204,0.00222,0.074,0.05742,MS,MS,3.067,30.319,MS,7.533,327.53,-0.00019,0.0004,0.00248,0.00226,0.098,0.06145,4.309,30.83,15.178,5.688,306.662,0.225,1.765,1.995,0.144,56.938,3.063,3.063,17.822,7.811,310.568
4652,13/07/2017 19:00,0.00031,0.00328,0.00356,0.096,0.05491,MS,MS,3.138,30.118,MS,5.221,326.149,-0.00001,0.00042,0.00582,0.00613,0.112,0.05583,5.644,29.829,23.625,10.109,49.909,0.197,1.955,2.157,0.155,53.858,3.193,3.193,18.338,6.272,299.207
4653,13/07/2017 20:00,0.00049,0.00769,0.00814,0.146,0.04648,MS,MS,3.315,28.259,MS,3.985,18.559,0.00004,0.00042,0.00827,0.00843,0.139,0.04943,6.492,28.063,30.212,8.355,57.041,0.17,3.302,3.478,0.157,50.808,3.333,3.333,20.249,5,306.604
4654,13/07/2017 21:00,0.00017,0.00848,0.00854,0.176,0.04026,MS,MS,4.322,25.281,MS,4.873,87.236,-0.00006,0.0004,0.00997,0.00989,0.167,0.03867,7.235,24.957,45.786,4.395,61.243,0.129,8.725,8.861,0.226,41.902,5.061,5.061,27.103,4.137,322.984
4655,13/07/2017 22:00,0.00017,0.01907,0.01916,0.289,0.02441,MS,MS,5.388,22.832,MS,6.761,343.098,0.00006,0.00047,0.01788,0.01803,0.214,0.02763,8.161,23.498,51.362,2.64,277.167,0.097,11.149,11.252,0.211,36.019,4.779,4.779,33.648,3.388,358.124
4656,13/07/2017 23:00,0.00019,0.01788,0.01804,0.245,0.02342,MS,MS,4.483,21.614,MS,11.479,345.059,0.00139,0.0005,0.02232,0.02271,0.238,0.02687,8.152,23.781,40.594,6.538,306.272,0.055,3.217,3.28,0.145,46.503,4.559,4.559,36.165,7.696,342.982
4657,14/07/2017 0:00,0.00017,0.0083,0.0084,0.124,0.03709,MS,MS,6.621,20.631,MS,17.328,356.94,0.00081,0.0004,0.00808,0.00789,0.151,0.04342,11.93,22.291,40.646,11.576,275.142,0.059,2.514,2.582,0.152,46.446,7.748,7.748,43.008,12.308,345.023
4658,14/07/2017 1:00,0.00017,0.00639,0.00645,0.124,0.03699,MS,MS,9.781,17.515,MS,22.892,3.831,0.00048,0.00043,0.00447,0.00424,0.153,0.04368,14.684,18.391,59.956,13.356,195.93,0.037,3.648,3.694,0.16,41.353,12.232,12.232,67.377,14.607,349.705
4659,14/07/2017 2:00,0.00014,0.00545,0.00545,0.117,0.03857,MS,MS,10.573,16.035,MS,19.232,357.501,Z,Z,Z,Z,Z,Z,11.351,16.73,63.129,9.834,283.836,0.027,3.385,3.422,0.155,43.816,10.894,10.894,67.89,8.945,325.695
4660,14/07/2017 3:00,0.00003,0.00411,0.00406,0.108,0.0413,MS,MS,8.965,15.199,MS,10.141,319.368,0.00044,0.00039,0.00572,0.0056,0.14,0.04572,10.28,16.069,63.22,11.253,319.914,0.024,2.976,3.012,0.144,46.814,7.738,7.738,65.443,10.172,308.68
4661,14/07/2017 4:00,0.00002,0.00324,0.00321,0.096,0.04392,MS,MS,7.527,14.824,MS,10.101,318.587,0.00037,0.00036,0.00577,0.00559,0.132,0.04703,8.899,15.667,62.299,10.618,316.379,0.041,6.156,6.213,0.14,42.912,8.553,8.553,70.152,7.989,315.096
4662,14/07/2017 5:00,0.00031,0.01169,0.01187,0.114,0.03452,MS,MS,9.12,14.08,MS,3.513,307.63,0.00036,0.00045,0.00921,0.00896,0.157,0.03792,10.754,14.477,70.237,6.112,250.116,0.069,6.023,6.101,0.156,34.636,10.53,10.53,77.717,6.412,300.543
4663,14/07/2017 6:00,0.00128,0.01631,0.01754,0.165,0.02374,MS,MS,10.665,14.061,MS,0.989,289.436,0.00031,0.00118,0.01395,0.01499,0.203,0.0284,12.324,13.875,74.627,4.675,250.43,0.377,6.727,7.116,0.2,30.281,14.888,14.888,81.199,4.757,317.643
4664,14/07/2017 7:00,0.01588,0.02756,0.04346,0.211,0.01552,MS,MS,13.251,16.501,MS,0.865,120.37,0.00051,0.0031,0.01431,0.01745,0.26,0.0265,13.303,14.915,73.068,5.072,242.881,1.613,7.75,9.367,0.216,29.39,13.482,13.482,75.781,5.404,301.178
4665,14/07/2017 8:00,0.00727,0.01893,0.02617,0.237,0.02429,MS,MS,13.054,18.376,MS,1.716,52.84,0.00102,0.00188,0.00869,0.01074,0.225,0.03735,11.552,17.018,62.586,3.012,266.293,3.743,10.575,14.326,0.215,32.229,12.338,12.338,65.134,4.195,297.021
4666,14/07/2017 9:00,0.0037,0.0122,0.01582,0.194,0.03896,MS,MS,12.186,19.827,MS,2.799,87.308,0.00104,0.00175,0.00887,0.01053,0.222,0.04422,9.477,19.249,52.354,1.132,197.41,1.319,5.982,7.313,0.197,46.633,10.471,10.471,50.449,0.719,169.872
4667,14/07/2017 10:00,0.00362,0.01236,0.01586,0.189,0.04581,MS,MS,13.386,20.801,MS,4.278,121.029,0.00036,0.00139,0.00682,0.00802,0.197,0.0503,9.168,20.641,47.603,5.499,120.102,1.469,6.857,8.337,0.218,52.246,10.748,10.748,43.109,5.972,148.891
4668,14/07/2017 11:00,0.0022,0.00842,0.01051,0.162,0.05083,MS,MS,12.923,21.42,MS,9.91,131.926,0.00042,0.00074,0.0039,0.00426,0.171,0.05452,7.336,21.223,48.394,11.318,126.475,1.469,7.246,8.727,0.248,56.065,14.971,14.971,41.252,8.324,148.064
4669,14/07/2017 12:00,0.00091,0.00441,0.00525,0.14,0.0538,MS,MS,10.312,22.234,MS,11.33,137.856,0.00029,0.00066,0.00268,0.00272,0.167,0.05485,6.675,21.934,48.962,13.791,127.95,0.879,5.426,6.316,0.227,58.423,13.26,13.26,43.609,9.561,141.395
4670,14/07/2017 13:00,0.00061,0.00355,0.00412,0.134,0.05234,MS,MS,9.118,23.04,MS,13.795,140.699,0.00019,0.00075,0.00302,0.00328,0.165,0.05357,5.918,23.094,46.725,17.353,120.207,0.633,4.044,4.689,0.207,57.082,11.268,11.268,43.462,11.07,146.652
4671,14/07/2017 14:00,0.00072,0.00387,0.00454,0.141,0.05312,MS,MS,8.156,24.066,MS,13.952,123.535,0.00021,0.00071,0.00258,0.0027,0.16,0.0575,6.278,24.615,39.894,19.161,135.478,0.437,3.125,3.574,0.195,57.67,9.934,9.934,38.227,12.491,146.026
4672,14/07/2017 15:00,0.00062,0.00358,0.00415,0.134,0.05524,MS,MS,8.945,25.181,MS,15.161,117.198,0.00026,0.00075,0.00232,0.00238,0.147,0.0601,5.503,25.698,33.698,20.829,134.198,0.657,3.334,4.003,0.197,59.207,8.964,8.964,35.87,10.752,140.719
4673,14/07/2017 16:00,0.00072,0.0033,0.00394,0.135,0.0565,MS,MS,7.391,26.12,MS,13.327,133.257,0.00032,0.00076,0.00215,0.00199,0.134,0.0616,5.043,26.112,31.413,19.161,136.01,0.718,3.283,4.012,0.196,59.782,7.068,7.068,32.287,11.006,146.344
4674,14/07/2017 17:00,0.00133,0.00455,0.00578,0.097,0.05852,MS,MS,6.628,26.752,MS,12.761,144.483,0.00019,0.00079,0.00203,0.00191,0.129,0.06207,5.362,26.823,30.196,18.382,134.447,0.361,2.904,3.277,0.197,60.899,6.271,6.271,30.823,9.022,140.133
4675,14/07/2017 18:00,0.00041,0.00289,0.00322,0.103,0.05821,MS,MS,7.171,27.086,MS,13.267,133.885,0.00024,0.00079,0.00227,0.00232,0.135,0.06125,6.374,26.909,34.312,18.633,134.266,0.257,2.595,2.865,0.183,61.238,6.539,6.539,31.962,10.286,149.615
4676,14/07/2017 19:00,0.00041,0.00347,0.00377,0.117,0.05505,MS,MS,8.204,26.373,MS,12.955,127.294,0.00029,0.0007,0.00223,0.00216,0.143,0.0594,6.857,26.455,37.247,17.892,130.854,0.194,2.429,2.635,0.18,61.962,6.932,6.932,33.309,11.953,148.356
4677,14/07/2017 20:00,0.00033,0.00482,0.00502,0.146,0.04747,MS,MS,10.344,24.845,MS,11.756,130.999,0.00016,0.00086,0.00281,0.00277,0.167,0.04738,7.354,24.316,50.408,13.335,125.535,0.191,4.113,4.316,0.196,57.32,7.921,7.921,36.832,9.076,141.851
4678,14/07/2017 21:00,0.00018,0.00538,0.00538,0.156,0.04283,MS,MS,10.334,22.78,MS,9.072,123.548,0.00007,0.00087,0.0044,0.0043,0.18,0.04108,7.04,21.615,62.579,8.827,128.954,0.103,5.318,5.433,0.219,48.792,9.237,9.237,46.536,8.031,140.149
4679,14/07/2017 22:00,0.00008,0.00652,0.00644,0.162,0.03902,MS,MS,10.023,20.939,MS,6.809,123.84,0.00006,0.00088,0.00404,0.004,0.171,0.03805,7.071,19.584,66.716,7.805,118.326,0.055,6.222,6.29,0.339,43.995,9.324,9.324,50.638,7.233,136.218
4680,14/07/2017 23:00,0.00013,0.00648,0.00641,0.142,0.03797,MS,MS,9.154,19.93,MS,5.589,148.98,0.00032,0.00075,0.00627,0.00635,0.173,0.03582,6.957,18.688,65.72,8.326,126.167,0.033,6.268,6.314,0.217,41.396,8.897,8.897,53.284,6.583,136.329
4681,15/07/2017 0:00,0.00007,0.00719,0.00713,0.135,0.03801,MS,MS,8.802,19.207,MS,6.082,127.335,0.00031,0.00068,0.00429,0.00419,0.153,0.0385,6.565,17.668,66.365,8.919,121.067,0.037,7.508,7.557,0.243,37.816,10.127,10.127,56.84,5.892,141.232
4682,15/07/2017 1:00,0.00011,0.00646,0.0064,0.135,0.03424,MS,MS,9.324,17.363,MS,5.777,117.825,0.00032,0.00074,0.0053,0.00536,0.157,0.035,6.966,16.354,73.834,7.042,121.406,0.034,7.763,7.81,0.227,38.231,10.373,10.373,58.431,5.786,121.969
4683,15/07/2017 2:00,0.00019,0.00792,0.00793,0.131,0.03323,MS,MS,10.979,17.016,MS,3.757,140.909,Z,Z,Z,Z,Z,Z,6.948,16.26,73.192,5.888,115.248,0.035,6.859,6.908,0.231,37.779,10.752,10.752,62.334,4.094,127.244
4684,15/07/2017 3:00,0.00018,0.00575,0.00569,0.12,0.03177,MS,MS,10.571,15.778,MS,4.74,118.241,0.00018,0.00082,0.00553,0.00555,0.157,0.0318,6.976,15.204,77.366,4.428,85.221,0.031,5.719,5.763,0.211,38.871,10.065,10.065,63.349,0.697,61.895
4685,15/07/2017 4:00,0.00023,0.00661,0.00664,0.118,0.02557,MS,MS,10.753,14.136,MS,2.69,142.551,0.00013,0.00087,0.00718,0.00725,0.159,0.02755,7.86,14.567,81.297,2.873,107.875,0.016,4.482,4.511,0.205,36.193,9.871,9.871,72.681,4.776,297.536
4686,15/07/2017 5:00,0.00025,0.01126,0.01136,0.125,0.02076,MS,MS,11.164,13.118,MS,0.353,116.987,0.0002,0.00105,0.00896,0.00925,0.169,0.02278,8.416,13.911,86.045,1.077,160.843,0.078,5.101,5.192,0.176,24.335,11.344,11.344,83.044,7.584,308.854
4687,15/07/2017 6:00,0.00325,0.01462,0.01777,0.19,0.01181,MS,MS,11.511,13.928,MS,1.67,32.701,0.00015,0.00118,0.00656,0.00721,0.228,0.02498,7.97,13.998,81.85,4.103,247.442,0.792,6.061,6.865,0.205,20.549,13.08,13.08,85.168,9.377,306.606
4688,15/07/2017 7:00,0.00844,0.01748,0.02584,0.228,0.01383,MS,MS,13.458,16.901,MS,2.081,149.039,0.00037,0.0019,0.00615,0.00782,0.215,0.02547,7.919,14.816,76.955,4.362,235.203,2.766,6.56,9.337,0.218,19.992,12.667,12.667,73.62,8.04,300.246
4689,15/07/2017 8:00,0.00598,0.01477,0.02067,0.194,0.0174,MS,MS,13.475,18.171,MS,2.502,182.682,0.00053,0.00153,0.00538,0.00665,0.189,0.0292,7.628,16.814,68.184,5.155,262.88,4.18,9.724,13.915,0.223,20.59,11.062,11.062,62.002,6.702,302.172
4690,15/07/2017 9:00,0.00689,0.01474,0.02156,0.217,0.01933,MS,MS,13.411,19.459,MS,4.13,180.289,0.00098,0.00235,0.00738,0.00935,0.225,0.02912,6.647,19.035,60.992,4.258,217.404,2.62,7.126,9.754,0.197,28.299,9.913,9.913,55.229,7.964,305.525
4691,15/07/2017 10:00,0.00283,0.00928,0.01198,0.173,0.02973,MS,MS,10.173,21.541,MS,4.621,185.765,0.00135,0.00158,0.00606,0.00728,0.205,0.03648,6.059,20.941,54.944,3.971,178.44,2.343,8.699,11.05,0.224,29.11,9.86,9.86,50.762,4.169,298.258
4692,15/07/2017 11:00,0.00281,0.01208,0.01477,0.188,0.02824,MS,MS,11.462,22.023,MS,5.122,179.222,0.0007,0.0021,0.00995,0.0117,0.231,0.02888,5.767,22.427,55.193,5.292,149.249,2.069,9.767,11.844,0.22,28.06,8.591,8.591,50.669,3.62,175.43
4693,15/07/2017 12:00,0.00233,0.00925,0.01142,0.197,0.02814,MS,MS,10.235,23.663,MS,6.796,187.782,0.00037,0.00162,0.00606,0.00705,0.19,0.03407,3.744,25.032,44.21,11.67,183.648,2.328,9.958,12.293,0.238,31.635,8.691,8.691,48.107,7.773,181.276
4694,15/07/2017 13:00,0.0006,0.00372,0.0042,0.099,0.04424,MS,MS,5.27,27.064,MS,13.416,187.918,0.00018,0.001,0.00245,0.0025,0.127,0.04962,3.488,27.525,28.433,22.588,190.316,0.667,4.869,5.543,0.172,42.392,4.809,4.809,34.05,9.855,188.842
4695,15/07/2017 14:00,0.00046,0.00249,0.00284,0.065,0.04653,MS,MS,4.851,27.371,MS,19.811,193.465,0.00023,0.001,0.00294,0.0032,0.136,0.04783,3.57,27.091,30.881,32.121,180.398,0.512,3.004,3.522,0.152,46.903,4.585,4.585,31.953,15.558,188.953
4696,15/07/2017 15:00,0.00024,0.00165,0.00177,0.069,0.04659,MS,MS,3.491,27.267,MS,16.863,192.765,0.00028,0.001,0.00211,0.0022,0.137,0.04837,2.868,27.537,31.351,23.794,183.143,0.459,2.321,2.785,0.147,47.613,3.428,3.428,32.35,14.183,188.484
4697,15/07/2017 16:00,0.00043,0.00294,0.00329,0.093,0.04489,MS,MS,3.869,27.895,MS,11.148,184.919,0.00017,0.001,0.00193,0.00176,0.126,0.04787,3.187,27.953,32.748,18.649,180.008,0.3,2.154,2.459,0.156,47.95,3.394,3.394,32.443,11.022,192.84
4698,15/07/2017 17:00,0.00077,0.00344,0.0041,0.084,0.04518,MS,MS,4.055,29.929,MS,12.701,197.486,0.0003,0.00097,0.00132,0.00114,0.123,0.04842,3.839,29.7,28.731,19.427,190.598,0.228,1.489,1.721,0.138,47.909,3.657,3.657,26.311,13.358,202.047
4699,15/07/2017 18:00,0.00073,0.00353,0.00417,0.082,0.04627,MS,MS,4.677,30.886,MS,13.693,189.253,0.00017,0.00095,0.00108,0.00101,0.121,0.04918,4.86,29.897,30.845,20.659,163.956,0.213,1.693,1.909,0.126,48.479,4.552,4.552,24.362,11.385,186.554
4700,15/07/2017 19:00,0.00024,0.00186,0.00195,0.089,0.04795,MS,MS,5.341,30.268,MS,11.099,187.343,0.00005,0.00087,0.00139,0.00107,0.126,0.05075,5.298,30.223,26.981,19.673,171.622,0.243,2.459,2.702,0.137,49.043,5.8,5.8,27.214,11.629,175.782
4701,15/07/2017 20:00,0.00024,0.00355,0.00367,0.103,0.04421,MS,MS,5.825,29.122,MS,9.139,174.803,0.00018,0.00083,0.00196,0.00153,0.135,0.04587,5.658,28.572,33.621,15.669,163.043,0.158,2.49,2.652,0.138,46.823,5.958,5.958,28.774,8.064,186.462
4702,15/07/2017 21:00,0.00011,0.00461,0.00459,0.106,0.04052,MS,MS,5.906,26.909,MS,8.993,186.79,0.00018,0.00007,0.00198,0.0012,0.132,0.04575,6.392,26.812,32.44,15.194,192.566,0.047,2.531,2.578,0.15,43.472,6.614,6.614,34.313,7.862,185.462
4703,15/07/2017 22:00,0.0001,0.00706,0.00701,0.105,0.03848,MS,MS,5.928,25.314,MS,10.195,198.166,0.0001,0.0001,0.00143,0.00103,0.121,0.04528,6.478,24.986,33.495,18.988,199.351,0.038,3.705,3.742,0.137,40.33,7.047,7.047,37.617,7.616,203.266
4704,15/07/2017 23:00,0.0001,0.00576,0.0057,0.101,0.03841,MS,MS,5.398,23.599,MS,7.283,188.999,0.00017,0.00007,0.00192,0.00179,0.112,0.04417,7.185,23.713,34.242,15.141,201.428,0.035,2.584,2.623,0.125,42.415,6.292,6.292,35.064,15.554,218.625
4705,16/07/2017 0:00,0.00005,0.00434,0.00425,0.084,0.03911,MS,MS,4.402,22.893,MS,7.322,190.915,0.00028,0,0.00112,0.00093,0.11,0.04487,8.139,23.153,35.139,14.411,194.927,0.04,1.381,1.42,0.106,44.185,5.943,5.943,32.787,20.325,221.372
