7412,04/11/2020 19:00,0.00329,0.02488,0.02817,0.234,0.00751,MS,MS,7.263,10.469,52.967,5.621,139.881,0.00014,0,0.0052,0.00519,0.163,0.02702,2.437,11.832,53.975,14.411,178.106,0.3,6.841,7.133,0.161,27.891,MS,5.129,44.883,10.898,180.942
7413,04/11/2020 20:00,0.00064,0.01294,0.01358,0.148,0.01927,MS,MS,2.651,11.352,52.904,10.249,183.793,0.00017,0.00002,0.00678,0.00678,0.175,0.02492,3.219,10.727,57.039,10.012,170.758,0.357,5.728,6.08,0.148,27.425,MS,3.752,48.499,10.857,172.011
7414,04/11/2020 21:00,0.00043,0.01014,0.01057,0.14,0.02311,MS,MS,2.932,11.278,51.638,11.453,186.164,0.00007,-0.00016,0.00531,0.00513,0.144,0.02203,3.292,8.371,69.474,4.08,133.619,0.195,6.651,6.843,0.151,27.574,MS,3.346,47.004,8.858,180.977
7415,04/11/2020 22:00,0.00881,0.01052,0.01933,0.151,0.02511,MS,MS,3.9,12.092,48.85,14.756,177.742,0.00012,0.00007,0.00506,0.00512,0.152,0.02584,2.893,10.073,62.437,10.211,209.684,0.084,2.567,2.648,0.14,32.657,MS,2.527,45.305,12.898,202.075
7416,04/11/2020 23:00,0.00034,0.00686,0.00721,0.137,0.02826,MS,MS,3.195,12.619,48.735,14.74,220.641,0.00019,-0.0001,0.00244,0.00233,0.142,0.03224,1.902,12.764,52.013,13.763,209.805,0.107,2.11,2.213,0.137,32.641,MS,2.252,46.13,15.101,209.38
7417,05/11/2020 0:00,0.00015,0.00344,0.00359,0.128,0.03147,MS,MS,2.298,13.027,48.772,17.939,220.898,0.00015,0.00007,0.00179,0.00185,0.132,0.03167,1.033,13.142,52.073,20.228,212.598,0.079,1.637,1.713,0.136,33.056,MS,2.225,45.39,19.266,211.902
7418,05/11/2020 1:00,0.00016,0.00345,0.0036,0.124,0.03048,MS,MS,1.633,13.092,48.871,18.53,221.866,0.00013,-0.00008,0.00038,0.00028,0.131,0.03261,1.109,12.391,58.152,23.009,193.912,0.095,1.566,1.658,0.133,32.505,MS,2.397,45.601,21.748,205.108
7419,05/11/2020 2:00,0.0004,0.00498,0.00538,0.123,0.0287,MS,MS,1.372,12.581,52.652,18.279,201.26,Z,Z,Z,Z,Z,Z,2.363,12.359,58.528,20.52,183.199,0.142,2.052,2.189,0.13,31.18,MS,1.357,49.08,19.034,184.697
7420,05/11/2020 3:00,0.00008,0.00213,0.00221,0.126,0.03075,MS,MS,1.697,11.666,58.858,13.025,190.461,0.00012,-0.0001,0.00034,0.00022,0.131,0.03364,3.531,12.397,57.5,23.6,177.234,0.387,3.326,3.718,0.129,30.025,MS,1.718,55.594,17.623,180.828
7421,05/11/2020 4:00,Z,Z,Z,Z,Z,MS,MS,2.917,11.451,57.997,11.15,183.923,0.0001,0.00001,0.00078,0.00077,0.135,0.03243,2.05,11.691,64.7,22.221,178.087,Z,Z,Z,Z,Z,MS,2.249,54.514,11.301,175.182
7422,05/11/2020 5:00,0.00005,0.00383,0.00389,0.124,0.02934,MS,MS,2.618,11.407,60.95,13.26,185.108,0.00008,0.00007,0.00222,0.00228,0.142,0.02957,1.524,10.899,70.966,15.553,177.898,0.45,5.657,6.099,0.129,27.964,MS,2.421,55.079,11.575,174.106
7423,05/11/2020 6:00,0.00005,0.00462,0.00467,0.137,0.02688,MS,MS,1.734,10.357,68.863,11.338,184.379,0.00011,0.00018,0.00219,0.00235,0.146,0.03238,0.624,12.376,60.196,19.763,198.717,0.347,6.273,6.626,0.136,26.505,MS,2.134,60.437,12.128,168.944
7424,05/11/2020 7:00,0.0033,0.01746,0.02075,0.173,0.0177,MS,MS,1.838,10.734,65.664,10.335,198.607,0.00011,0.00046,0.00609,0.00654,0.158,0.02884,0.942,11.789,61.875,15.668,200.212,0.116,3.918,4.031,0.142,28.796,MS,1.473,58.23,10.573,187.919
7425,05/11/2020 8:00,0.00142,0.01358,0.01499,0.171,0.02435,MS,MS,1.837,12.082,57.405,15.67,205.698,0.0001,0.00056,0.00637,0.00691,0.167,0.02995,1.375,11.718,59.423,14.047,200.085,0.29,4.693,4.977,0.151,31.703,MS,1.521,51.45,14.009,201.447
7426,05/11/2020 9:00,0.00104,0.01206,0.01309,0.182,0.02518,MS,MS,2.609,11.613,58.566,13.027,208.087,0.00012,0.00094,0.00533,0.00624,0.176,0.03101,1.704,12.771,54.197,14.007,217.988,0.493,6.56,7.05,0.169,28.649,MS,1.57,57.928,10.421,202.464
7427,05/11/2020 10:00,0.0023,0.01142,0.01372,0.171,0.0251,MS,MS,6.622,12.238,54.672,10.382,242.194,0.00016,0.00347,0.01045,0.0139,0.187,0.02754,2.624,13.03,53.147,8.705,264.048,1.401,8.597,9.996,0.161,25.734,MS,2.025,57.754,7.845,251.454
7428,05/11/2020 11:00,0.00388,0.01248,0.01636,0.169,0.02756,MS,MS,5.503,12.497,51.542,11.981,281.125,0.00011,0.00357,0.01104,0.01458,0.155,0.03492,2.747,11.936,52.703,10.384,289.839,0.946,5.674,6.618,0.154,32.249,MS,1.784,55.678,11.526,267.369
7429,05/11/2020 12:00,0.00147,0.00818,0.00966,0.144,0.03431,MS,MS,1.607,11.958,51.226,10.308,284.973,0.0001,0.00293,0.01209,0.015,0.187,0.0235,6.17,8.166,77.022,11.848,37.301,1.419,6.794,8.211,0.154,34.151,MS,1.888,54.294,9.31,260.121
7430,05/11/2020 13:00,0.0009,0.0061,0.007,0.157,0.02894,MS,MS,2.475,7.423,72.584,13.488,39.308,0.00009,0.00735,0.0185,0.02583,0.214,0.01317,8.823,5.931,99.816,5.206,34.777,0.67,6.688,7.357,0.159,28.093,MS,2.839,64.194,7.438,4.766
7431,05/11/2020 14:00,0.0018,0.00991,0.0117,0.213,0.02289,MS,MS,3.919,5.721,99.036,6.379,48.79,0.0001,0.00675,0.01202,0.01874,0.186,0.02115,8.219,6.666,99.804,6.1,119.61,1.617,8.762,10.377,0.185,22.395,MS,3.084,83.874,4.811,102.658
7432,05/11/2020 15:00,0.0043,0.00992,0.01422,0.222,0.02135,MS,MS,4.031,6.528,98.779,3.619,109.104,0.00004,0.00125,0.00623,0.00745,0.17,0.02487,3.787,6.097,99.841,6.223,130.788,4.66,13.92,18.578,0.225,20.422,MS,3.768,80.542,3.673,110.451
7433,05/11/2020 16:00,0.00438,0.01921,0.02359,0.242,0.01445,MS,MS,5.251,6.472,99.863,4.498,167.414,0.00007,0.00183,0.01078,0.01259,0.202,0.01979,7.731,5.926,99.834,3.029,217.006,2.944,21.357,24.3,0.265,14.486,MS,4.189,78.666,3.986,182.292
7434,05/11/2020 17:00,0.00189,0.0203,0.0222,0.225,0.01225,MS,MS,3.956,5.905,99.999,4.05,195.607,0.00005,0.00072,0.01817,0.01887,0.263,0.01264,9.285,5.775,99.725,2.237,231.547,1.394,17.673,19.066,0.249,17.088,MS,3.572,85.783,6.18,283.379
7435,05/11/2020 18:00,0.00467,0.02384,0.02851,0.335,0.00764,MS,MS,4.674,5.523,99.976,6.267,178.384,0.00005,0.00088,0.0185,0.01936,0.28,0.01193,11.588,5.723,99.7,2.652,217.505,0.154,9.795,9.947,0.189,24.814,MS,1.351,86.774,3.704,257.997
7436,05/11/2020 19:00,0.00129,0.02115,0.02245,0.257,0.01182,MS,MS,3.87,5.444,99.976,4.278,237.269,0.00008,0.00221,0.02267,0.02485,0.308,0.0086,11.977,5.646,99.713,3.216,253.545,0.101,8.445,8.543,0.173,24.126,MS,1.044,80.16,5.204,257.627
7437,05/11/2020 20:00,0.00108,0.01661,0.01769,0.2,0.01858,MS,MS,1.51,5.794,89.193,8.992,283.693,0.00005,0.00061,0.00824,0.00883,0.184,0.02699,3.157,4.129,99.866,16.919,353.414,0.15,10.792,10.939,0.177,19.354,MS,1.331,78.477,5.82,289.731
7438,05/11/2020 21:00,0.00011,0.00422,0.00433,0.149,0.03077,MS,MS,1.111,3.179,94.557,20.875,350.691,0.00001,0.00033,0.00479,0.00509,0.148,0.03188,1.589,2.307,99.9,14.548,6.65,0.219,3.044,3.262,0.136,30.699,MS,0.785,80.832,12.218,352.652
7439,05/11/2020 22:00,0.00003,0.0045,0.00453,0.146,0.03137,MS,MS,0.901,2.043,99.956,10.337,3.424,0.00002,0.00031,0.00883,0.00912,0.144,0.02591,1.532,1.789,99.848,3.065,31.556,0.105,3.189,3.293,0.131,32.041,MS,0.618,82.085,3.493,25.033
7440,05/11/2020 23:00,0.00001,0.00511,0.00512,0.149,0.03091,MS,MS,0.92,1.938,100.025,4.801,15.075,0.00004,0.0001,0.01036,0.01044,0.158,0.02505,1.866,1.689,99.816,2.11,318.196,0.059,4.666,4.723,0.132,31.144,MS,0.736,81.859,3.239,92.621
7441,06/11/2020 0:00,0.00004,0.01049,0.01053,0.176,0.02206,MS,MS,1.257,1.501,100.004,2.85,301.553,0.00011,0.00117,0.01959,0.02073,0.187,0.01564,3.792,1.733,99.829,2.33,277.814,0.068,8.551,8.61,0.146,20.821,MS,1.234,85.916,3.047,273.416
7442,06/11/2020 1:00,0.00127,0.02281,0.02409,0.189,0.01036,MS,MS,1.983,1.347,100,2.125,240.825,0.00004,0.00051,0.0172,0.01769,0.215,0.01375,5.195,1.434,99.8,2.388,250.868,0.088,10.402,10.491,0.154,17.758,MS,1.315,87.524,4.067,289.373
7443,06/11/2020 2:00,0.00185,0.02656,0.02841,0.209,0.00441,MS,MS,2.82,1.273,99.999,1.303,339.769,Z,Z,Z,Z,Z,Z,5.643,1.214,99.8,2.165,245.818,0.103,9.761,9.86,0.141,16.27,MS,1.219,88.241,3.171,283.335
7444,06/11/2020 3:00,0.00671,0.0296,0.0363,0.24,0.00056,MS,MS,3.294,0.839,99.986,0.466,332.762,0.00004,0.00183,0.016,0.01781,0.202,0.00982,4.693,0.817,99.8,3.05,266.763,0.325,12.022,12.341,0.168,11.198,MS,1.502,89.646,1.702,309.609
7445,06/11/2020 4:00,Z,Z,Z,Z,Z,MS,MS,3.466,0.353,99.964,0.9,334.969,0.00006,0.00707,0.01866,0.02571,0.198,0.00554,4.015,0.553,99.8,5.027,266.544,Z,Z,Z,Z,Z,MS,1.57,90.706,2.494,288.401
7446,06/11/2020 5:00,0.01833,0.02639,0.04473,0.269,0.00025,MS,MS,3.439,0.057,99.948,0.773,302.827,0.00004,0.00405,0.01611,0.02014,0.195,0.00876,6.914,0.096,99.793,6.297,261.98,0.689,16.031,16.718,0.161,7.175,MS,1.547,91.142,4.95,280.748
7447,06/11/2020 6:00,0.01986,0.02787,0.04775,0.237,0.00074,MS,MS,3.899,-0.039,99.942,4.088,253.749,0.00006,0.0061,0.02066,0.02675,0.21,0.00606,7.561,0.264,99.8,3.493,273.372,0.399,12.589,12.986,0.141,9.364,MS,2.492,90.791,6.055,285.471
7448,06/11/2020 7:00,0.03034,0.03373,0.06377,0.25,0.00115,MS,MS,5.999,-0.092,99.966,1.981,248.082,0.00019,0.02779,0.03272,0.06053,0.327,0.00189,9.86,0.35,99.802,3.031,291.709,1.631,15.926,17.554,0.15,6.213,MS,3.18,90.457,5.873,297.274
7449,06/11/2020 8:00,0.01024,0.02569,0.03594,0.241,0.00211,MS,MS,5.045,-0.398,99.976,5.202,341.687,0.00038,0.05388,0.03705,0.09085,0.445,0.00204,14.601,0.524,99.857,3.124,294.695,5.41,18.284,23.691,0.168,3.615,MS,3.513,90.175,5.86,283.327
7450,06/11/2020 9:00,0.01232,0.02273,0.03505,0.296,0.00432,MS,MS,4.471,-0.268,100,2.49,329.378,0.00026,0.03745,0.02532,0.06276,0.437,0.00424,14.154,0.788,99.862,4.592,265.482,10.487,16.456,26.941,0.17,3.331,MS,4.596,89.94,6.029,283.872
7451,06/11/2020 10:00,0.02685,0.02275,0.0496,0.353,0.00465,MS,MS,4.928,0.799,99.799,2.173,337.857,0.00029,0.03455,0.02216,0.0567,0.373,0.00541,12.049,2.029,99.911,4.2,267.818,13.206,16.094,29.297,0.197,4.533,MS,5.225,86.257,4.103,285.47
7452,06/11/2020 11:00,0.03394,0.02378,0.05773,0.393,0.00587,MS,MS,5.772,2.691,92.536,1.677,335.023,0.00032,0.03345,0.02695,0.06039,0.373,0.00586,13.516,3.922,100.026,0.833,263.793,12.921,14.954,27.874,0.195,6.636,MS,5.694,80.097,5.37,293.377
7453,06/11/2020 12:00,0.02496,0.02249,0.04744,0.39,0.00965,MS,MS,5.573,4.387,78.732,0.672,295.445,0.00034,0.02594,0.02932,0.05523,0.34,0.00793,11.96,4.456,85.692,5.552,117.712,8.294,12.072,20.363,0.191,9.114,MS,5.599,78.453,4.208,290.625
7454,06/11/2020 13:00,0.00327,0.00898,0.01224,0.195,0.02676,MS,MS,2.356,4.416,59.167,9.235,102.461,0.00015,0.00642,0.01506,0.02146,0.209,0.01663,5.523,4.163,82.813,6.864,91.873,13.47,19.214,32.682,0.264,7.615,MS,8.38,70.988,1.287,90.234
7455,06/11/2020 14:00,0.00255,0.00826,0.01083,0.169,0.02638,MS,MS,2.37,3.868,63.054,7.775,105.652,0.00015,0.00175,0.0072,0.00894,0.165,0.02463,2.879,3.745,76.388,10.712,130.784,3.583,14.355,17.936,0.19,19.849,MS,4.537,57.691,6.97,124.437
7456,06/11/2020 15:00,0.00205,0.01064,0.01269,0.165,0.02478,MS,MS,2.287,3.802,58.673,7.805,143.171,0.00009,0.00156,0.00916,0.01071,0.173,0.02024,4.047,3.484,83.645,13.478,148.655,1.489,12.75,14.237,0.155,25.368,MS,3.1,51.709,10.435,132.956
7457,06/11/2020 16:00,0.00543,0.01745,0.02286,0.181,0.01673,MS,MS,4.253,3.523,64.518,8.598,157.916,0.00012,0.0016,0.01315,0.01474,0.202,0.01568,5.151,3.315,86.721,7.062,136.092,0.857,11.854,12.71,0.174,23.377,MS,3.571,56.368,9.974,131.457
7458,06/11/2020 17:00,0.00425,0.01972,0.02398,0.259,0.01176,MS,MS,17.197,3.287,73.54,6.758,135.328,0.00016,0.0013,0.01159,0.01289,0.193,0.01511,5.327,2.926,92.02,9.061,130.827,0.701,12.879,13.573,0.188,20.752,MS,5.254,62.061,10.647,130.912
7459,06/11/2020 18:00,0.00274,0.02169,0.02443,0.252,0.00927,MS,MS,35.254,3.092,76.736,7.233,140.222,0.0001,0.00124,0.01178,0.01302,0.179,0.01025,6.063,2.331,100.037,6.4,120.481,0.397,15.009,15.403,0.205,17.806,MS,6.309,65.225,10.807,129.382
7460,06/11/2020 19:00,0.0023,0.01821,0.0205,0.222,0.01007,MS,MS,7.737,2.724,81.615,6.913,134.102,0.00008,0.00053,0.00712,0.00765,0.157,0.01482,5.171,2.092,100.057,7.017,131.165,0.209,14.251,14.459,0.198,18.786,MS,6.496,65.197,7.816,134.565
7461,06/11/2020 20:00,0.00143,0.01596,0.01739,0.18,0.01024,MS,MS,5.822,2.258,83.241,7.055,127.786,0.00006,0.00057,0.00521,0.00578,0.149,0.01743,4.628,1.887,100.047,11.073,140.464,0.145,15.015,15.158,0.204,17.228,MS,7.594,66.774,8.307,126.188
7462,06/11/2020 21:00,0.00067,0.01143,0.01211,0.164,0.01496,MS,MS,5.237,1.975,83.633,6.881,141.973,0.00007,0.00015,0.00345,0.0036,0.14,0.02014,4.277,1.844,100.06,10.183,138.912,0.257,17.084,17.344,0.195,13.753,MS,6.878,69.269,9.176,129.326
7463,06/11/2020 22:00,0.00312,0.01042,0.01351,0.153,0.0159,MS,MS,4.503,1.836,86.579,8.394,138.957,0.00006,0.00014,0.00271,0.00285,0.136,0.02001,3.06,1.442,99.952,14.358,140.169,0.079,10.292,10.374,0.167,19.599,MS,5.69,71.958,10.799,128.33
7464,06/11/2020 23:00,0.00034,0.00631,0.00666,0.139,0.01774,MS,MS,3.114,1.337,89.878,9.634,134.323,0.00004,0.00032,0.00177,0.0021,0.134,0.02441,3.224,1.128,99.857,13.575,141.724,0.066,7.978,8.041,0.146,21.291,MS,5.199,73.865,10.811,124.818
7465,07/11/2020 0:00,0.00025,0.00641,0.00666,0.135,0.02053,MS,MS,3.127,1.141,96.967,9.102,141.887,0.00002,0.00006,0.0011,0.00116,0.133,0.02733,2.47,0.822,99.797,11.685,137.416,0.083,6.813,6.893,0.138,20.455,MS,5.318,78.424,9.936,124.293
7466,07/11/2020 1:00,0.00014,0.00366,0.0038,0.135,0.02509,MS,MS,3.259,0.724,100,7.538,141.468,0.00001,0.00018,0.00085,0.00104,0.132,0.02779,0.949,0.939,99.784,15.977,141.431,0.043,3.753,3.793,0.13,26.981,MS,4.35,85.228,11.36,131.555
7467,07/11/2020 2:00,0.00011,0.00379,0.0039,0.133,0.02591,MS,MS,2.336,0.72,100,8.936,139.579,Z,Z,Z,Z,Z,Z,0.776,0.612,99.717,12.363,139.023,0.029,3.652,3.678,0.13,28.408,MS,3.289,88.213,10.706,131.311
7468,07/11/2020 3:00,0.00012,0.00444,0.00456,0.134,0.02175,MS,MS,1.566,0.575,99.981,7.495,143.621,0.00003,0.00019,0.00122,0.00143,0.129,0.01941,0.723,0.35,99.7,8.232,133.763,0.031,2.989,3.018,0.126,27.004,MS,2.07,89.505,9.963,135.325
7469,07/11/2020 4:00,Z,Z,Z,Z,Z,MS,MS,1.388,0.325,99.961,7.028,147.15,0.00001,0.00019,0.00114,0.00134,0.13,0.01977,0.687,0.211,99.7,8.302,128.24,Z,Z,Z,Z,Z,MS,2.423,90.595,8.999,127.167
7470,07/11/2020 5:00,0.00015,0.00363,0.00378,0.13,0.02101,MS,MS,1.466,0.122,99.954,9.672,140.035,0.00001,0.00024,0.001,0.00125,0.132,0.01956,1.119,0.214,99.7,10.287,144.576,0.042,4.508,4.549,0.131,20.251,MS,3.109,92.362,9.734,131.052
7471,07/11/2020 6:00,0.00031,0.00613,0.00644,0.132,0.01727,MS,MS,2.923,0.037,99.944,6.794,158.062,0.00002,0.00012,0.00157,0.00171,0.136,0.01898,1.668,0.271,99.7,1.392,110.207,0.04,3.606,3.646,0.124,20.573,MS,2.857,92.782,6.903,139.364
7472,07/11/2020 7:00,0.00012,0.00669,0.00681,0.139,0.0158,MS,MS,3.653,0.316,99.934,0.321,189.059,0.00002,0.00087,0.00718,0.00805,0.155,0.01594,2.217,0.311,99.7,3.736,329.786,0.062,3.568,3.631,0.126,19.47,MS,4.079,93.028,0.754,297.056
7473,07/11/2020 8:00,0.00003,0.00625,0.00628,0.149,0.01696,MS,MS,3.993,0.274,99.943,5.86,338.364,0.00006,0.00286,0.01396,0.01683,0.191,0.01119,2.884,0.515,99.7,7.693,334.351,0.259,5.907,6.168,0.135,18.464,MS,3.503,92.999,4.699,310.484
7474,07/11/2020 9:00,0.00035,0.00754,0.0079,0.164,0.01486,MS,MS,6.259,0.108,99.954,13.217,338.21,0.00013,0.00171,0.00739,0.0091,0.19,0.01278,5.915,-0.612,99.785,19.081,337.095,0.632,5.709,6.343,0.14,16.473,MS,9.194,88.775,12.337,328.724
7475,07/11/2020 10:00,0.00127,0.00602,0.00729,0.172,0.01439,MS,MS,11.623,-0.941,99.999,23.723,343.403,0.00013,0.00342,0.00717,0.01059,0.182,0.01472,5.49,-0.5,99.897,19.68,336.149,1.142,4.983,6.129,0.143,16.91,MS,11.616,83.246,18.574,327.979
7476,07/11/2020 11:00,0.00111,0.00409,0.00521,0.16,0.01681,MS,MS,9.14,-0.653,99.836,27.087,339.4,0.00006,0.0022,0.00466,0.00687,0.174,0.01581,4.421,-0.352,99.919,24.72,335.712,1.4,4.929,6.335,0.144,16.609,MS,8.997,80.191,20.511,326.103
7477,07/11/2020 12:00,0.00099,0.00374,0.00473,0.16,0.01569,MS,MS,5.473,-0.667,99.836,28.634,337.128,0.00007,0.00243,0.00419,0.00662,0.178,0.01457,1.876,-0.2,99.911,25.087,331.223,1.45,4.907,6.363,0.149,15.148,MS,5.916,80.492,23.543,320.793
7478,07/11/2020 13:00,0.00092,0.0037,0.00461,0.165,0.01444,MS,MS,2.27,-0.566,99.734,30.548,330.987,0.00013,0.00173,0.0045,0.00623,0.181,0.01364,1.153,-0.277,99.979,30.66,334.55,1.335,5.087,6.428,0.15,13.594,MS,2.388,80.575,21.031,319.026
7479,07/11/2020 14:00,0.00077,0.00417,0.00494,0.169,0.01346,MS,MS,1.744,-0.578,95.404,34.214,334.63,0.00014,0.00176,0.00471,0.00648,0.186,0.01138,1.511,-0.535,99.081,31.474,337.841,1.124,4.814,5.945,0.152,13.102,MS,1.711,77.261,23.989,320.318
7480,07/11/2020 15:00,0.00108,0.00436,0.00543,0.176,0.01121,MS,MS,1.838,-0.875,92.462,34.259,337.893,0.00018,0.00173,0.00475,0.00648,0.199,0.00943,2.368,-1.704,99.961,29.425,343.845,1.372,4.625,6.003,0.162,11.479,MS,2.083,77.647,25.379,323.698
7481,07/11/2020 16:00,0.0016,0.00471,0.0063,0.189,0.00865,MS,MS,2.928,-2.291,99.489,31.254,347.358,0.00013,0.00203,0.00428,0.00632,0.18,0.0105,6.913,-2.887,100.021,28.189,341.912,1.061,3.966,5.039,0.161,9.929,MS,3.339,77.383,26.493,329.987
7482,07/11/2020 17:00,0.00079,0.00312,0.00391,0.168,0.01242,MS,MS,4.22,-3.316,92.704,35.805,340.71,0.00012,0.00085,0.00337,0.00422,0.165,0.01986,4.465,-3.931,91.963,29.008,342.869,0.727,2.704,3.444,0.147,14.167,MS,4.778,74.268,24.012,326.887
7483,07/11/2020 18:00,0.00024,0.00234,0.00257,0.148,0.02087,MS,MS,1.93,-4.201,90.032,36.183,338.717,0.00009,0.00057,0.00432,0.0049,0.153,0.02704,3.429,-4.807,87.497,31.234,335.716,0.335,2.624,2.971,0.141,20.895,MS,2.533,76.091,19.826,312.974
7484,07/11/2020 19:00,0.00007,0.00217,0.00224,0.138,0.02934,MS,MS,1.348,-5.224,87.451,38.193,336.258,0.00004,0.00033,0.00348,0.00381,0.141,0.0323,3.554,-6.265,87.893,32.123,333.939,0.264,2.549,2.826,0.128,29.08,MS,2.361,73.092,21.158,312.354
7485,07/11/2020 20:00,0.00031,0.00267,0.00299,0.129,0.03198,MS,MS,1.241,-6.454,87.953,35.987,338.423,0.00006,0.0001,0.00432,0.00442,0.147,0.02929,4.121,-6.741,98.42,29.4,334.578,0.273,2.352,2.638,0.122,31.983,MS,2.457,74.22,22.565,313.778
7486,07/11/2020 21:00,0.0001,0.00223,0.00233,0.135,0.03007,MS,MS,1.537,-6.963,96.694,36.52,336.57,0.00011,0.00019,0.00465,0.00484,0.153,0.02764,4.458,-7.032,99.969,27.23,336.429,0.317,2.939,3.27,0.13,29.03,MS,2.377,79.437,21.647,316.549
7487,07/11/2020 22:00,0.00018,0.00342,0.0036,0.145,0.02805,MS,MS,1.679,-7.374,99.992,29.392,339.528,0.00011,0.00026,0.00331,0.00358,0.149,0.03084,4.572,-7.349,96.984,29.331,337.956,0.362,3.054,3.431,0.129,28.253,MS,2.169,80.361,23.023,317.088
7488,07/11/2020 23:00,0.00006,0.0021,0.00216,0.14,0.0312,MS,MS,1.484,-7.631,94.183,35.277,339.019,0.00009,0.00001,0.00328,0.0033,0.143,0.03144,4.078,-7.738,89.013,30.857,339.16,0.464,2.934,3.414,0.129,29.058,MS,2.179,77.276,22.013,322.698
7489,08/11/2020 0:00,0.00009,0.00222,0.0023,0.135,0.0315,MS,MS,1.295,-7.958,90.223,34.615,340.775,0.00009,0.00013,0.00354,0.00367,0.142,0.03222,4.13,-8.409,98.64,27.128,338.585,0.378,2.609,3.004,0.123,31.291,MS,1.719,72.213,26.225,321.221
7490,08/11/2020 1:00,0.00006,0.00177,0.00183,0.132,0.03359,MS,MS,1.268,-8.718,94.509,35.642,339.986,0.00023,0.00005,0.00313,0.00319,0.136,0.03476,3.182,-8.828,82.598,33.35,334.421,0.385,2.405,2.807,0.116,33.796,MS,1.786,70.965,28.23,322.763
7491,08/11/2020 2:00,0.00006,0.00175,0.00181,0.127,0.03491,MS,MS,1.236,-8.879,83.486,36.575,338.134,Z,Z,Z,Z,Z,Z,3.552,-8.798,86.146,32.356,335.826,0.38,2.439,2.838,0.115,34.148,MS,1.788,70.137,24.876,320.448
7492,08/11/2020 3:00,0.00022,0.0025,0.00271,0.13,0.03321,MS,MS,1.343,-8.857,84.892,37.186,336.012,0.00012,0.00028,0.00462,0.00491,0.142,0.03147,3.262,-8.614,80.14,33.317,337.832,0.321,2.644,2.985,0.119,32.663,MS,1.71,72.193,25.653,317.613
7493,08/11/2020 4:00,Z,Z,Z,Z,Z,MS,MS,1.384,-8.711,80.272,38.833,336.28,0.00013,0.00053,0.00527,0.00581,0.142,0.03064,3.503,-8.653,77.337,34.68,337.527,Z,Z,Z,Z,Z,MS,2.162,67.895,30.18,320.099
7494,08/11/2020 5:00,0.00013,0.00295,0.00308,0.132,0.03221,MS,MS,1.386,-8.773,76.843,37.566,336.881,0.00012,0.00029,0.00513,0.00542,0.137,0.03214,2.965,-8.946,76.876,33.799,337.815,0.304,2.725,3.049,0.117,32.363,MS,2.139,67.13,29.025,319.109
7495,08/11/2020 6:00,0.00006,0.00223,0.00229,0.128,0.03406,MS,MS,1.162,-9.076,76.706,38.481,336.097,0.00009,0.00059,0.00523,0.00583,0.133,0.03328,2.867,-8.924,75.83,34.983,335.824,0.336,2.28,2.635,0.112,34.16,MS,1.867,65.832,28.804,317.592
7496,08/11/2020 7:00,0.00018,0.00249,0.00267,0.124,0.03492,MS,MS,1.003,-9.031,75.971,40.408,337.092,0.00007,0.00018,0.00458,0.00478,0.133,0.03483,2.658,-8.661,73.616,32.894,338.068,0.383,2.307,2.708,0.109,34.873,MS,1.667,66.37,28.064,320.213
7497,08/11/2020 8:00,0.00022,0.00285,0.00307,0.125,0.03547,MS,MS,0.949,-8.817,73.893,40.765,337.835,0.00005,0.00022,0.00434,0.00456,0.134,0.03469,3.711,-8.529,75.525,35.45,337.403,0.421,2.283,2.72,0.11,35.23,MS,1.645,65.66,30.258,321.691
7498,08/11/2020 9:00,0.0004,0.00306,0.00347,0.127,0.0349,MS,MS,0.997,-8.639,75.647,40.161,336.566,0.00009,0.00043,0.0038,0.00424,0.136,0.03541,5.381,-8.459,77.912,35.927,337.7,0.415,2.253,2.683,0.114,35.096,MS,1.848,66.707,29.1,319.955
7499,08/11/2020 10:00,0.0005,0.00321,0.00371,0.135,0.03503,MS,MS,1.195,-8.552,78.523,35.194,339.234,0.00012,0.00104,0.00446,0.0055,0.139,0.03457,6.031,-8.172,79.116,36.56,338.16,0.473,2.396,2.889,0.115,34.946,MS,2.34,68.922,30.099,320.831
7500,08/11/2020 11:00,0.00063,0.00296,0.00359,0.141,0.03482,MS,MS,1.176,-8.294,78.705,42.571,340.424,0.00008,0.00064,0.00305,0.0037,0.144,0.03423,5.458,-7.701,80.647,34.768,340.021,0.648,2.374,3.041,0.119,34.225,MS,2.074,69.51,30.735,322.691
7501,08/11/2020 12:00,0.00059,0.00215,0.00273,0.145,0.03417,MS,MS,0.963,-7.742,78.489,42.764,341.234,0.00007,0.00067,0.00228,0.00296,0.143,0.03482,3.911,-7.277,75.528,38.746,337.356,0.674,2.326,3.016,0.122,32.852,MS,1.301,68.181,29.443,324.445
7502,08/11/2020 13:00,0.00052,0.00169,0.00221,0.144,0.03458,MS,MS,0.617,-7.332,74.425,43.599,337.535,0.00008,0.00071,0.00307,0.00379,0.144,0.03377,2.864,-7.093,72.531,36.479,340.539,0.635,2.141,2.793,0.124,32.789,MS,1.063,66.15,29.466,326.855
7503,08/11/2020 14:00,0.00043,0.00168,0.00211,0.144,0.03427,MS,MS,0.605,-7.191,72.836,43.516,339.045,0.00011,0.00063,0.00375,0.00439,0.15,0.03282,2.89,-7.018,71.695,30.688,341.844,0.637,2.332,2.983,0.126,32.327,MS,1.273,65.997,29.108,321.302
