5098,31/07/2020 9:00,0.00365,0.01001,0.01366,0.201,0.01931,MS,MS,12.599,19.665,89.181,7.833,133.507,0.00004,0.0009,0.00341,0.00431,0.133,0.02294,7.37,19.965,99.918,11.56,137.549,1.937,7.864,9.798,0.194,24.413,MS,9.008,75.395,9.056,130.716
5099,31/07/2020 10:00,0.00283,0.00651,0.00934,0.179,0.02503,MS,MS,15.208,20.983,85.58,8.905,154.173,0.00003,0.00049,0.0021,0.00259,0.133,0.02685,5.582,21.55,99.982,12.791,154.259,1.161,4.748,5.906,0.178,29.822,MS,9.051,72.002,9.701,129.302
5100,31/07/2020 11:00,0.00152,0.00419,0.00571,0.151,0.03074,MS,MS,15.311,22.361,80.815,11.149,159.819,0.00006,0.00031,0.00127,0.00158,0.13,0.02943,5.251,23.223,90.014,17.099,149.663,0.607,2.627,3.23,0.158,33.755,MS,8.713,65.907,13.132,136.548
5101,31/07/2020 12:00,0.00176,0.00329,0.00505,0.168,0.03147,MS,MS,13.939,23.479,76.953,12.42,147.545,0.00008,0.00042,0.00152,0.00193,0.136,0.03019,5.367,24.214,82.493,16.088,142.102,0.655,2.871,3.522,0.165,35.954,MS,9.357,64.773,13.074,129.985
5102,31/07/2020 13:00,0.00113,0.00326,0.00439,0.153,0.0321,MS,MS,12.314,24.544,72.682,10.453,133.417,0.00008,0.00027,0.00127,0.00155,0.134,0.03296,5.292,25.161,75.655,17.578,142.072,0.518,2.595,3.108,0.164,36.08,MS,9.25,61.383,13.051,124.369
5103,31/07/2020 14:00,0.00097,0.00292,0.00388,0.155,0.03442,MS,MS,11.647,25.581,67.944,11.802,129.203,0.00006,0.00134,0.00252,0.00387,0.139,0.03263,5.841,26.309,70.61,15.584,125.256,0.466,2.516,2.976,0.16,38.177,MS,9.124,56.573,12.429,123.046
5104,31/07/2020 15:00,0.00069,0.00254,0.00323,0.148,0.03693,MS,MS,11.172,26.239,62.63,13.555,127.626,0.00007,0.00075,0.00225,0.003,0.138,0.03507,6.327,26.968,64.184,17.364,130.688,0.453,2.484,2.932,0.16,38.569,MS,8.948,54.88,12.466,118.438
5105,31/07/2020 16:00,0.00076,0.00281,0.00358,0.151,0.03866,MS,MS,11.54,26.645,60.009,12.853,119.163,0.00008,0.00049,0.00173,0.00223,0.138,0.03667,6.614,27.526,61.007,17.088,128.893,0.416,2.263,2.674,0.157,40.06,MS,8.912,52.253,13.364,119.383
5106,31/07/2020 17:00,0.00043,0.00238,0.00281,0.141,0.0402,MS,MS,14.977,26.48,59.279,14.132,114.832,0.00008,0.00048,0.00194,0.00243,0.136,0.03786,6.243,27.636,59.745,18.08,127.399,0.378,2.314,2.686,0.152,40.908,MS,9.815,51.424,12.371,112.413
5107,31/07/2020 18:00,0.00039,0.00222,0.00262,0.147,0.04005,MS,MS,12.465,26.401,58.084,14.076,117.872,0.00008,0.00043,0.0021,0.00253,0.13,0.03909,6.494,27.274,60.228,17.848,122.627,0.312,2.344,2.65,0.15,40.431,MS,10.162,51.289,11.281,110.451
5108,31/07/2020 19:00,0.00027,0.00246,0.00273,0.15,0.04021,MS,MS,12.524,25.882,60.311,12.673,124.281,0.00006,0.00039,0.0032,0.00358,0.134,0.03785,6.733,26.34,65.208,14.435,124.151,0.301,3.188,3.482,0.151,40.271,MS,10.121,53.182,11.044,111.663
5109,31/07/2020 20:00,0.00019,0.00327,0.00347,0.159,0.03784,MS,MS,12.285,24.898,63.9,9.726,120.015,0.00005,0.00025,0.00469,0.00493,0.153,0.03244,8.614,24.758,73.927,10.272,128.537,0.222,5.163,5.377,0.158,37.899,MS,9.722,55.309,9.129,112.14
5110,31/07/2020 21:00,0.00015,0.00587,0.00602,0.178,0.031,MS,MS,13.153,23.16,72.571,7.197,111.738,0.00005,0.00015,0.00793,0.00808,0.149,0.02583,8.108,22.518,83.037,8.373,132.622,0.084,5.795,5.871,0.162,36.485,MS,8.939,56.783,8.921,100.461
5111,31/07/2020 22:00,0.00014,0.00748,0.00763,0.197,0.02632,MS,MS,14.264,22.071,77.169,5.511,118.66,0.00005,0.00011,0.00449,0.0046,0.128,0.02605,8.698,21.209,92.531,8.084,134.184,0.072,6.161,6.226,0.168,33.082,MS,9.421,60.095,6.806,111.862
5112,31/07/2020 23:00,0.00013,0.00835,0.00848,0.159,0.02454,MS,MS,12.407,21.812,74.897,6.446,130.315,0.00004,0.00012,0.00397,0.00408,0.126,0.02457,8.181,20.628,93.001,7.517,131.296,0.112,10.921,11.025,0.162,26.38,MS,8.925,57.981,9.641,124.286
5113,01/08/2020 0:00,0.00016,0.00953,0.00969,0.142,0.02031,MS,MS,10.104,21.071,74.541,9.221,130.001,0.00004,0.00015,0.00439,0.00455,0.12,0.02269,8.254,20.24,92.52,8.986,124.615,0.08,9.585,9.657,0.152,23.664,MS,8.195,60.799,8.271,116.19
5114,01/08/2020 1:00,0.00015,0.0088,0.00895,0.144,0.01691,MS,MS,11.567,19.443,82.061,6.541,116.232,0.00004,0.00015,0.00466,0.00481,0.14,0.01841,10.525,18.796,99.808,9.438,122.728,0.066,7.535,7.591,0.151,23.314,MS,8.498,64.729,6.923,110.724
5115,01/08/2020 2:00,0.00012,0.00678,0.0069,0.138,0.01695,MS,MS,10.934,18.311,84.207,5.619,113.772,Z,M,M,M,Z,Z,9.821,18.104,99.932,6.756,116.376,0.04,5.128,5.158,0.137,23.988,MS,7.633,63.528,8.913,117.422
5116,01/08/2020 3:00,0.00011,0.00668,0.00678,0.134,0.01575,MS,MS,9.62,17.307,84.76,4.841,114.378,0.00007,0.00028,0.0085,0.00878,0.138,0.01146,9.979,17.088,99.897,5.749,124.157,Z,Z,Z,0.136,21.986,MS,7.699,65.283,7.253,116.067
5117,01/08/2020 4:00,Z,Z,Z,Z,Z,MS,MS,8.822,16.419,89.161,4.9,110.444,0.00006,0.00048,0.01101,0.01149,0.135,0.00823,9.948,16.502,99.866,5.408,113.568,0.04,6.78,6.81,Z,Z,MS,6.925,67.088,7.578,115.637
5118,01/08/2020 5:00,0.00016,0.00714,0.0073,0.132,0.01468,MS,MS,8.518,16.005,89.569,4.887,123.103,0.00007,0.00034,0.00847,0.00882,0.139,0.01133,10.009,16.123,99.89,6.937,118.153,0.034,5.709,5.733,0.127,20.668,MS,6.204,66.835,10.873,121.493
5119,01/08/2020 6:00,0.00065,0.00786,0.00851,0.137,0.01438,MS,MS,7.913,16.131,87.33,4.257,132.535,0.00006,0.00136,0.00743,0.00879,0.13,0.01213,9.866,15.702,99.903,6.011,116.733,0.324,6.82,7.135,0.129,18.148,MS,6.421,69.926,7.762,125.623
5120,01/08/2020 7:00,0.00145,0.00629,0.00774,0.134,0.01518,MS,MS,7.873,16.773,85.757,5.557,142.258,0.00005,Z,Z,Z,0.128,0.01253,9.169,16.194,99.903,6.388,119.227,0.602,4.531,5.123,0.131,19.409,MS,6.133,71.44,7.856,125.666
5121,01/08/2020 8:00,0.00133,0.00446,0.00579,0.129,0.01762,MS,MS,7.889,17.638,83.99,6.63,155.45,0.00005,0.0009,0.00254,0.00344,0.126,0.01599,8.598,17.188,99.921,8.29,132.211,0.687,3.869,4.547,0.133,19.894,MS,6.091,72.031,7.574,123.719
5122,01/08/2020 9:00,0.00117,0.00372,0.00489,0.133,0.01845,MS,MS,8.52,18.132,83.28,6.377,148.851,0.00006,0.00044,0.0014,0.00184,0.124,0.01945,7.201,18.711,95.159,11.451,148.382,0.864,4.495,5.349,0.153,19.681,MS,7.686,74.511,7.459,119.027
5123,01/08/2020 10:00,0.0009,0.00226,0.00317,0.128,0.02324,MS,MS,7.358,19.817,75.765,10.892,141.668,0.0001,0.00048,0.00116,0.00164,0.124,0.02223,6.204,20.438,81.618,14.151,136.195,1.366,3.639,4.998,0.161,24.806,MS,8.562,68.453,11.347,122.373
5124,01/08/2020 11:00,0.00061,0.00218,0.00279,0.131,0.02738,MS,MS,8.033,21.107,72.91,10.894,138.806,0.00009,0.00047,0.00148,0.00195,0.13,0.02522,6.186,21.608,80.223,13.511,127.694,0.629,2.769,3.391,0.14,29.521,MS,8.077,62.466,11.665,121.841
5125,01/08/2020 12:00,0.00079,0.00235,0.00314,0.136,0.03098,MS,MS,8.202,23.197,67.903,11.048,144.416,0.00013,0.00027,0.00105,0.00133,0.131,0.03134,4.975,23.652,70.887,20.117,137.452,0.458,2.442,2.892,0.137,32.736,MS,8.025,60.105,12.967,119.901
5126,01/08/2020 13:00,0.00031,0.00154,0.00185,0.13,0.03579,MS,MS,7.915,24.698,60.343,13.397,151.039,0.00014,0.00017,0.0008,0.00097,0.132,0.03607,4.537,25.437,62.798,23.221,147.177,0.293,1.873,2.158,0.141,37.304,MS,7.687,53.599,13.42,122.05
5127,01/08/2020 14:00,0.00028,0.00145,0.00172,0.129,0.04029,MS,MS,8.333,26.221,53.124,12.96,144.502,0.00017,0.00014,0.00077,0.00091,0.135,0.04034,4.713,27.009,56.351,20.289,142.774,0.204,1.587,1.781,0.138,40.472,MS,7.587,49.116,13.774,127.749
5128,01/08/2020 15:00,0.00031,0.00159,0.00189,0.128,0.04443,MS,MS,9.006,27.722,45.749,14.292,150.096,0.00017,0.0001,0.00065,0.00075,0.134,0.04521,4.856,28.136,49.253,26.589,147.153,0.162,1.424,1.576,0.135,44.414,MS,7.875,43.932,14.329,130.194
5129,01/08/2020 16:00,0.00023,0.00134,0.00157,0.119,0.046,MS,MS,8.519,27.963,43.084,13.837,148.41,0.00015,0.00009,0.00063,0.00071,0.132,0.04431,5.736,28.37,49.941,24.348,150.33,0.162,1.347,1.5,0.131,45.704,MS,7.969,41.427,14.639,120.344
5130,01/08/2020 17:00,0.00021,0.00138,0.00158,0.126,0.04432,MS,MS,8.514,27.818,46.595,12.564,148.182,0.00014,0.00011,0.00062,0.00072,0.136,0.04316,5.13,28.12,52.921,21.103,152.9,0.136,1.349,1.475,0.131,44.565,MS,7.734,42.892,12.224,118.509
5131,01/08/2020 18:00,0.00021,0.00205,0.00226,0.131,0.04321,MS,MS,8.403,26.569,50.301,12.139,166.442,0.00015,0.00007,0.00061,0.00068,0.14,0.04241,4.318,26.287,58.677,19.92,163.739,0.095,1.46,1.546,0.138,44.25,MS,8.557,45.526,14.502,133.829
5132,01/08/2020 19:00,0.00007,0.00284,0.00291,0.139,0.04041,MS,MS,8.633,25.586,54.291,6.094,99.512,0.00011,0.00006,0.0021,0.00215,0.142,0.03773,5.548,25.119,63.757,10.393,137.494,0.046,2.294,2.331,0.135,42.029,MS,7.405,50.342,9.907,121.173
5133,01/08/2020 20:00,0.00008,0.00487,0.00495,0.141,0.03766,MS,MS,7.968,25.441,54.444,0.602,229.191,0.0001,0.00003,0.00227,0.00229,0.137,0.03738,5.929,25.249,58.337,5.33,289.381,0.021,2.982,2.994,0.145,36.283,MS,7.694,60.834,2.828,240.047
5134,01/08/2020 21:00,0.00013,0.00565,0.00578,0.136,0.03596,MS,MS,8.337,23.752,62.848,7.749,288.533,0.00015,0.00004,0.00159,0.00163,0.136,0.03986,6.743,24.997,56.871,14.652,266.167,0.024,2.851,2.866,0.136,35.009,MS,5.855,70.553,9.869,280.18
5135,01/08/2020 22:00,0.00014,0.00536,0.00551,0.126,0.03669,MS,MS,5.976,23.355,54.779,3.87,257.381,0.00017,0.00002,0.00156,0.00158,0.122,0.04134,5.742,24.768,47.951,6.158,264.033,0.008,3.083,3.082,0.123,37.829,MS,4.096,51.941,5.436,231.413
5136,01/08/2020 23:00,0.00022,0.00628,0.0065,0.106,0.03465,MS,MS,3.958,21.212,57.506,7.68,245.549,0.00047,-0.00001,0.00109,0.00108,0.125,0.03877,6.653,22.091,60.353,12.351,267.6,-0.017,1.713,1.688,0.107,39.971,MS,3.335,54.601,7.739,268.124
5137,02/08/2020 0:00,0.00019,0.01215,0.01234,0.119,0.02753,MS,MS,4.477,20.052,63.418,3.545,242.846,0.00085,0.00003,0.00185,0.00188,0.119,0.03752,5.596,20.557,64.726,1.294,269.185,-0.004,3.25,3.238,0.111,28.292,MS,3.902,72.006,7.284,289.785
5138,02/08/2020 1:00,0.00007,0.00587,0.00594,0.126,0.03093,MS,MS,5.668,19.299,69.252,2.616,186.378,0.00032,0.00005,0.00287,0.00292,0.13,0.03232,6.591,20.117,70.611,4.7,188.505,0.014,3.781,3.786,0.113,25.623,MS,4.668,71.411,1.62,345.91
5139,02/08/2020 2:00,0.00025,0.01116,0.01141,0.144,0.02203,MS,MS,7.603,18.749,74.562,2.188,284.435,Z,Z,Z,Z,Z,Z,6.624,20.026,69.496,4.803,241.141,-0.001,3.03,3.02,0.12,23.373,MS,5.041,74.444,3.047,270.149
5140,02/08/2020 3:00,0.00008,0.01017,0.01025,0.133,0.01985,MS,MS,7.197,17.846,80.806,1.306,163.134,0.00036,0.00005,0.00434,0.00439,0.115,0.03854,6.043,20.699,58.527,10.082,218.994,Z,Z,Z,0.125,19.816,MS,5.161,76.238,1.8,300.388
5141,02/08/2020 4:00,Z,Z,Z,Z,Z,MS,MS,5.526,19.026,65.487,3.319,215.316,0.00023,0.00002,0.00323,0.00326,0.11,0.04382,5.959,20.817,56.164,11.082,228.185,0.008,6.567,6.57,Z,Z,MS,5.268,72.798,0.441,239.04
5142,02/08/2020 5:00,0.0001,0.0075,0.0076,0.127,0.02994,MS,MS,5.192,17.627,73.4,0.758,15.405,0.00026,0.00003,0.00395,0.00398,0.108,0.04408,5.981,20.548,55.741,7.039,216.007,0.095,10.138,10.224,0.123,8.839,MS,6.683,84.133,6.087,270.818
5143,02/08/2020 6:00,0.00115,0.0126,0.01375,0.159,0.01328,MS,MS,8.332,16.589,86.508,4.784,359.114,0.00015,0.00011,0.00515,0.00527,0.11,0.03574,6.945,18.851,66.729,2.594,130.984,0.463,7.282,7.737,0.125,8.801,MS,7.595,88.135,1.568,285.97
5144,02/08/2020 7:00,0.00069,0.00675,0.00744,0.112,0.0325,MS,MS,4.05,18.045,75.032,7.052,133.243,0.00011,0.00022,0.0033,0.00352,0.105,0.03612,5.674,17.842,82.096,17.461,141.173,1.193,7.262,8.446,0.138,16.74,MS,6.068,75.287,4.038,108.083
5145,02/08/2020 8:00,0.0006,0.00348,0.00408,0.107,0.03693,MS,MS,3.332,19.24,70.331,6.502,150.835,0.00013,0.00024,0.00149,0.00173,0.11,0.03594,4.43,18.886,79.129,10.316,136.584,0.426,3.26,3.677,0.106,37.848,MS,3.186,60.489,6.993,133.878
5146,02/08/2020 9:00,0.00176,0.00624,0.008,0.112,0.03584,MS,MS,4.196,20.027,66.047,5.572,164.737,0.00015,0.00023,0.00129,0.00153,0.118,0.03732,3.853,20.437,70.776,3.793,170.706,0.309,2.331,2.632,0.112,40.908,MS,4.027,54.564,6.056,128.071
5147,02/08/2020 10:00,0.00096,0.00364,0.00459,0.12,0.04197,MS,MS,4.225,22.185,59.008,5.902,192.218,0.00021,0.00031,0.00163,0.00194,0.131,0.04127,3.163,23.131,61.356,6.067,193.335,0.449,2.727,3.168,0.121,43.82,MS,4.844,50.773,7.365,135.604
5148,02/08/2020 11:00,0.00063,0.0029,0.00353,0.125,0.04503,MS,MS,4.698,24.332,54.182,7.843,198.068,0.00028,0.00008,0.00076,0.00084,0.12,0.04413,2.356,25.338,56.38,14.852,167.688,0.637,3.226,3.854,0.117,47.076,MS,5.693,46.097,7.204,167
5149,02/08/2020 12:00,0.0002,0.00152,0.00172,0.115,0.0469,MS,MS,6.18,25.655,49.449,7.973,177.932,0.00024,0.00004,0.00067,0.00071,0.119,0.04571,2.438,26.509,52.363,16.119,157.499,0.161,1.788,1.94,0.119,49.09,MS,5.991,45.558,8.664,143.257
5150,02/08/2020 13:00,0.00018,0.00146,0.00164,0.118,0.04738,MS,MS,7.346,26.841,46.742,8.13,171.413,0.00023,0.00005,0.00082,0.00087,0.125,0.04491,2.369,27.507,50.903,14.579,153.076,0.209,1.909,2.109,0.117,49.717,MS,6.424,41.832,5.628,154.559
5151,02/08/2020 14:00,0.00021,0.00161,0.00182,0.122,0.04732,MS,MS,8.299,27.736,46.153,5.88,174.391,0.0002,0.00007,0.00094,0.00101,0.129,0.04361,2.48,28.155,52.05,13.998,149.155,0.103,1.513,1.607,0.118,52.073,MS,7.085,37.74,3.449,153.319
5152,02/08/2020 15:00,0.00016,0.00149,0.00165,0.123,0.04779,MS,MS,9.095,28.094,45.085,4.864,126.281,0.0002,0.00008,0.00111,0.0012,0.134,0.04564,2.553,29.145,48.242,10.754,139.874,0.106,1.664,1.76,0.125,53.668,MS,7.295,36.263,2.55,163.48
5153,02/08/2020 16:00,0.00026,0.00186,0.00212,0.123,0.04751,MS,MS,9.215,28.016,47.732,9.875,110.457,0.00017,0.00011,0.00123,0.00134,0.134,0.04625,3.022,29.478,46.934,10.424,124.251,0.135,1.899,2.026,0.128,53.598,MS,7.891,37.359,6.193,110.751
5154,02/08/2020 17:00,0.00039,0.00234,0.00273,0.126,0.0461,MS,MS,10.427,27.775,50.001,10.747,104.282,0.00014,0.00011,0.00121,0.00133,0.136,0.04457,3.031,28.957,50.709,13.032,118.897,0.209,2.252,2.452,0.129,50.441,MS,7.271,41.394,8.451,90.57
5155,02/08/2020 18:00,0.00053,0.00308,0.00362,0.129,0.0432,MS,MS,11.409,27.507,51.438,10.425,109.351,0.00017,0.00008,0.0012,0.00128,0.137,0.04399,2.907,28.567,50.73,11.596,122.591,0.225,2.329,2.544,0.129,46.711,MS,6.52,44.289,9.082,101.525
5156,02/08/2020 19:00,0.00046,0.00381,0.00426,0.127,0.04242,MS,MS,11.301,27.264,49.979,8.857,113.067,0.00017,0.00004,0.00137,0.00142,0.137,0.04388,3.683,28.306,50.884,9.942,109.396,0.222,2.938,3.152,0.128,44.04,MS,6.936,44.122,8.414,104.396
5157,02/08/2020 20:00,0.00015,0.00326,0.0034,0.149,0.03868,MS,MS,10.573,25.958,59.584,8.121,115.233,0.00012,0.00023,0.00578,0.00602,0.151,0.0342,3.944,26.299,63.067,10.556,114.366,0.136,4.277,4.404,0.138,40.9,MS,7.18,47.731,6.46,99.348
5158,02/08/2020 21:00,0.00007,0.00513,0.0052,0.174,0.03353,MS,MS,11.895,24.133,67.231,6.859,111.737,0.00008,0.00021,0.01084,0.01105,0.165,0.02421,4.942,23.661,76.752,7.708,130.835,0.044,8.192,8.227,0.153,34.732,MS,6.677,53.327,5.498,100.638
5159,02/08/2020 22:00,0.00007,0.0061,0.00617,0.175,0.0301,MS,MS,11.641,23.006,70.331,3.335,125.712,0.00007,0.00008,0.0082,0.00828,0.174,0.02417,9.245,21.899,86.372,5.666,126.112,0.036,7.293,7.32,0.161,33.47,MS,7.011,55.037,6.197,122.016
5160,02/08/2020 23:00,0.00008,0.00624,0.00631,0.195,0.02494,MS,MS,13.449,20.748,82.978,1.724,91.185,0.00009,0.00007,0.00586,0.00594,0.16,0.02663,7.506,21.538,84.776,4.96,118.827,0.018,5.564,5.573,0.165,33.426,MS,7.239,57.503,4.103,111.292
5161,03/08/2020 0:00,0.00009,0.00784,0.00793,0.198,0.02128,MS,MS,12.82,19.895,85.413,4.006,107.784,0.00007,0.00012,0.00873,0.00885,0.175,0.01994,6.602,20.128,94.101,6.061,130.541,0.027,7.626,7.645,0.187,27.834,MS,7.975,61.688,1.652,99.318
5162,03/08/2020 1:00,0.00014,0.00653,0.00667,0.157,0.02001,MS,MS,14.1,18.936,91.39,2.504,134.083,0.00007,0.00013,0.00469,0.00482,0.152,0.01858,6.449,18.768,99.741,6.332,135.827,0.054,9.892,9.937,0.209,21.473,MS,10.604,69.48,2.072,115.093
5163,03/08/2020 2:00,0.00013,0.00935,0.00948,0.161,0.01201,MS,MS,15.166,17.477,99.569,1.967,147.85,Z,M,M,M,Z,Z,6.602,17.996,99.644,3.891,156.064,0.039,8.534,8.564,0.205,17.172,MS,11.402,77.456,0.497,310.9
5164,03/08/2020 3:00,0.00012,0.0101,0.01022,0.173,0.0097,MS,MS,15.674,16.854,100.086,1.484,174.987,0.0001,0.0005,0.00838,0.00891,0.181,0.01371,7.599,17.841,99.696,5.169,236.688,Z,Z,Z,0.196,11.004,MS,11.402,83.491,4.283,280.624
5165,03/08/2020 4:00,Z,Z,Z,Z,Z,MS,MS,15.024,16.367,100.06,2.255,199.071,0.00011,0.00197,0.00729,0.00927,0.176,0.01006,8.117,17.126,99.705,6.07,230.401,0.026,5.673,5.691,Z,Z,MS,10.318,86.699,7.344,281.448
5166,03/08/2020 5:00,0.00144,0.01565,0.01709,0.187,0.00343,MS,MS,15.066,15.958,100.093,0.577,245.247,0.00012,0.00151,0.00604,0.00757,0.167,0.01089,9.337,16.646,99.794,5.522,265.918,0.062,5.368,5.421,0.157,9.105,MS,10.92,88.326,8.549,288.339
5167,03/08/2020 6:00,0.00331,0.01267,0.01598,0.191,0.00298,MS,MS,14.408,15.28,100.061,2.879,209.878,0.00012,0.00189,0.00624,0.00813,0.174,0.00913,9.972,16.05,99.813,4.839,263.691,0.285,4.678,4.955,0.158,8.136,MS,10.927,86.982,6.3,284.856
5168,03/08/2020 7:00,0.01119,0.0129,0.02409,0.177,0.00713,MS,MS,12.731,17.994,86.709,2.986,243.47,0.00015,Z,Z,Z,0.198,0.01336,9.607,17.488,89.56,5.775,245.94,1.238,3.964,5.194,0.153,10.644,MS,10.432,76.422,7.195,273.662
5169,03/08/2020 8:00,0.00431,0.00787,0.01218,0.184,0.01281,MS,MS,10.827,19.885,72.46,4.352,333.065,0.00022,0.00177,0.00457,0.00635,0.166,0.01767,8.505,20.031,68.498,7.349,270.968,1.282,3.853,5.127,0.149,16.006,MS,9.39,63.364,7.117,268.74
5170,03/08/2020 9:00,0.00297,0.00593,0.00891,0.145,0.0232,MS,MS,6.753,24.056,46.225,6.501,253.873,0.00036,0.00121,0.00386,0.00508,0.156,0.02567,8.031,23.47,51.824,7.531,242.607,0.851,2.991,3.834,0.142,22.794,MS,8.456,50.723,7.021,283.552
5171,03/08/2020 10:00,0.00076,0.00262,0.00338,0.114,0.02991,MS,MS,5.147,26.247,36.297,8.187,255.11,0.0002,0.00052,0.00219,0.00272,0.127,0.03023,5.969,26.376,40.148,11.716,263.097,0.398,2.136,2.526,0.12,30.932,MS,6.579,37.621,8.01,257.038
5172,03/08/2020 11:00,0.0016,0.00372,0.00531,0.102,0.03126,MS,MS,4.59,26.898,31.352,9.381,257.52,0.00013,0.00039,0.00206,0.00245,0.106,0.03452,4.434,27.222,32.398,15.163,248.928,0.129,1.091,1.213,0.097,35.482,MS,4.307,29.063,12.386,249.905
5173,03/08/2020 12:00,0.00062,0.00208,0.0027,0.1,0.03405,MS,MS,4.246,26.532,30.336,8.635,253.076,0.00013,0.0003,0.00204,0.00235,0.106,0.03775,4.931,26.829,31.029,14.118,246.749,0.182,1.127,1.302,0.098,35.984,MS,3.739,28.621,11.487,238.54
5174,03/08/2020 13:00,0.00044,0.00144,0.00187,0.095,0.03935,MS,MS,3.514,27.7,24.481,9.835,262.177,0.00014,0.00017,0.00153,0.00171,0.1,0.04092,5.732,28.073,26.876,11.236,264.276,0.12,0.826,0.941,0.094,41.551,MS,3.152,22.142,13.763,243.855
5175,03/08/2020 14:00,0.00079,0.00219,0.00298,0.094,0.04372,MS,MS,3.695,28.371,21.912,10.231,294.313,0.00013,0.0001,0.00139,0.00151,0.097,0.04303,6.489,28.876,24.795,8.186,278.324,0.089,0.874,0.956,0.093,48.403,MS,3.096,21.334,11.966,275.698
5176,03/08/2020 15:00,0.00033,0.00187,0.0022,0.115,0.04596,MS,MS,6.632,26.768,32.781,15.036,328.466,0.00019,0.00017,0.00157,0.00175,0.102,0.0457,11.39,29.076,25.959,11.685,318.738,0.099,1.263,1.355,0.111,44.353,MS,6.099,39.53,16.41,314.311
5177,03/08/2020 16:00,0.00053,0.00243,0.00296,0.168,0.0414,MS,MS,8.306,23.028,49.171,20.817,349.098,0.00023,0.00077,0.00334,0.00411,0.143,0.03981,20.116,25.136,49.305,22.474,9.249,0.289,1.709,1.993,0.137,40.892,MS,5.733,50.318,15.039,328.821
5178,03/08/2020 17:00,0.00026,0.0023,0.00256,0.153,0.04215,MS,MS,7.3,20.938,54.585,27.707,344.175,0.00026,0.00042,0.00303,0.00346,0.141,0.04268,18.24,23.183,51.122,23.159,349.384,0.123,1.522,1.64,0.129,40.825,MS,4.029,54.666,21.809,323.365
5179,03/08/2020 18:00,0.00033,0.00256,0.00289,0.133,0.04602,MS,MS,3.074,18.3,56.342,19.631,341.775,0.00011,0.00029,0.00241,0.0027,0.125,0.04715,8.587,20.425,49.665,23.451,341.098,0.197,1.46,1.653,0.112,48.326,MS,1.481,54.229,15.226,318.828
5180,03/08/2020 19:00,0.00021,0.00217,0.00238,0.123,0.04995,MS,MS,2.513,18.434,56.335,12.87,336.744,0.00017,0.00041,0.00398,0.0044,0.126,0.05133,7.597,20.051,50.649,10.727,331.343,0.101,1.396,1.492,0.113,47.331,MS,1.167,50.893,8.164,300.065
5181,03/08/2020 20:00,0.0001,0.00251,0.00261,0.139,0.04026,MS,MS,2.057,17.702,62.516,12.329,340.014,0.00015,0.00017,0.0037,0.00387,0.13,0.04595,7.281,19.566,54.337,10.879,356.493,0.056,1.447,1.501,0.112,40.443,MS,0.942,55.395,10.694,315.552
5182,03/08/2020 21:00,-0.00002,0.00238,0.00236,0.131,0.0364,MS,MS,1.546,16.391,68.282,8.783,324.487,0.00011,0.00004,0.00306,0.0031,0.125,0.03842,6.05,17.848,62.024,9.841,338.486,-0.01,1.592,1.578,0.125,37.793,MS,0.836,60.046,6.048,285.092
5183,03/08/2020 22:00,0,0.00523,0.00523,0.135,0.03377,MS,MS,1.443,16.269,64.945,7.364,318.325,0.00011,0.0001,0.0041,0.0042,0.137,0.03578,5.8,17.41,62.106,6.691,311.188,-0.007,2.885,2.876,0.135,33.469,MS,1.052,62.571,4.506,273.204
5184,03/08/2020 23:00,-0.00002,0.00378,0.00375,0.133,0.03202,MS,MS,1.514,15.926,67.356,5.947,323.253,0.00008,0.00066,0.00776,0.00842,0.141,0.02616,6.84,15.988,78.374,8.485,278.161,-0.008,3.624,3.613,0.125,27.686,MS,1.551,69.962,5.729,285.295
5185,04/08/2020 0:00,0.00001,0.00583,0.00584,0.138,0.02235,MS,MS,1.951,14.035,85.617,0.145,142.116,0.00013,0.00029,0.00559,0.00588,0.137,0.02653,5.587,14.984,83.474,7.308,257.278,0.002,3.539,3.539,0.124,25.044,MS,1.351,74.989,6.001,294.369
5186,04/08/2020 1:00,0.00119,0.01933,0.02052,0.147,0.01027,MS,MS,2.495,13.468,86.701,2.502,236.541,0.00039,0.00021,0.00426,0.00447,0.134,0.02515,5.405,14.045,85.118,7.47,270.804,0.152,6.672,6.822,0.124,19.722,MS,1.855,77.336,6,278.254
5187,04/08/2020 2:00,0.0012,0.01799,0.01919,0.142,0.0078,MS,MS,2.981,12.828,88.601,1.717,251.797,Z,Z,Z,Z,Z,Z,5.519,13.59,86.025,5.717,286.471,0.417,13.616,14.031,0.13,8.643,MS,2.613,82.145,6.12,275.309
5188,04/08/2020 3:00,0.00012,0.01236,0.01248,0.149,0.01096,MS,MS,3.011,12.342,92.667,1.923,308.8,0.00029,0.00014,0.00453,0.00467,0.124,0.02286,4.885,13.132,90.181,4.288,283.034,Z,Z,Z,0.136,10.392,MS,3.241,83.754,6.379,275.081
5189,04/08/2020 4:00,Z,Z,Z,Z,Z,MS,MS,3.578,11.814,92.673,1.941,307.02,0.00023,0.00093,0.00718,0.00811,0.13,0.019,5.231,12.389,94.538,6.781,268.795,0.132,10.716,10.847,Z,Z,MS,2.877,86.107,6.299,280.441
