4289,28/06/2018 16:00,0.00103,0.00266,0.00369,0.132,0.03862,MS,MS,5.637,17.518,44.445,9.857,176.206,0.00014,0.00039,0.0019,0.00229,0.113,0.03883,3.669,17.868,45.006,15.288,162.878,0.775,2.589,3.366,0.046,40.171,5.279,5.279,42.768,10.473,172.628
4290,28/06/2018 17:00,0.00373,0.0053,0.00903,0.128,0.03879,MS,MS,5.996,17.679,43.937,10.181,164.056,0.00015,0.00021,0.00143,0.00164,0.108,0.04095,2.435,17.642,45.597,17.252,151.917,0.48,2.184,2.666,0.04,42.88,5.54,5.54,40.581,10.403,173.791
4291,28/06/2018 18:00,0.00077,0.00229,0.00306,0.112,0.04115,MS,MS,4.518,17.128,45.511,10.051,139.991,0.00007,0.0002,0.00153,0.00173,0.106,0.04225,2.164,17.542,45.372,13.622,137.51,0.421,2.303,2.725,0.044,44.018,6.376,6.376,41.681,10.448,154.385
4292,28/06/2018 19:00,0.0003,0.00206,0.00237,0.109,0.0421,MS,MS,4.264,16.934,46.193,7.007,128.963,0.00003,0.00013,0.00129,0.00142,0.105,0.04228,2.193,17.378,46.66,10.513,132.776,0.302,2.706,3.009,0.045,43.458,6.109,6.109,43.387,6.382,142.568
4293,28/06/2018 20:00,0.00016,0.00352,0.00367,0.122,0.03985,MS,MS,4.108,16.247,49.298,3.825,113.231,-0.00005,0.00027,0.00343,0.0037,0.111,0.03968,2.947,16.272,51.5,6.462,126.715,0.099,3.552,3.653,0.049,41.322,6.477,6.477,49.481,4.798,33.595
4294,28/06/2018 21:00,0.00007,0.00616,0.00622,0.142,0.03503,MS,MS,5.149,14.325,63.611,11.047,351.929,0.00007,0.00015,0.00554,0.0057,0.115,0.03813,4.238,15.987,51.975,5.478,359.142,0.046,3.179,3.227,0.069,37.187,6.352,6.352,72.15,8.298,322.22
4295,28/06/2018 22:00,0.00008,0.00569,0.00576,0.167,0.03228,MS,MS,3.854,12.229,84.345,13.339,321.137,-0.00001,0.00015,0.00747,0.00761,0.14,0.03263,5.375,13.462,78.12,13.803,318.352,0.041,3.084,3.126,0.066,32.475,5.958,5.958,86.837,8.646,309.557
4296,28/06/2018 23:00,0.00007,0.00363,0.0037,0.159,0.03132,MS,MS,3.429,11.399,92.468,15.778,320.165,-0.00008,0.00016,0.00443,0.00459,0.133,0.03001,4.58,11.961,94.889,12.3,301.389,0.039,2.92,2.961,0.068,29.314,6.714,6.714,91.263,9.279,302.622
4297,29/06/2018 0:00,0.00032,0.00828,0.0086,0.141,0.0271,MS,MS,2.821,10.955,90.637,10.999,300.712,-0.00007,0.00015,0.00276,0.00291,0.126,0.03272,2.829,11.17,93.969,14.192,282.202,0.039,2.014,2.054,0.054,29.299,4.722,4.722,91.636,7.407,291.963
4298,29/06/2018 1:00,0.0002,0.01132,0.01153,0.136,0.02349,MS,MS,1.741,10.564,91.894,7.268,305.322,-0.00005,0.00011,0.00268,0.00279,0.115,0.03202,3.32,10.688,95.907,8.179,291.887,0.034,1.738,1.773,0.054,28.623,3.588,3.588,91.904,6.021,287.424
4299,29/06/2018 2:00,0.00016,0.01212,0.01229,0.133,0.0215,MS,MS,1.564,10.533,92.233,4.301,311.689,Z,Z,Z,Z,Z,Z,2.819,10.916,94.67,7.183,294.299,0.038,2.195,2.234,0.057,27.61,3.236,3.236,92.822,6.779,300.595
4300,29/06/2018 3:00,0.00005,0.00429,0.00434,0.124,0.02607,MS,MS,1.166,10.359,93.069,8.207,325.699,0.00001,0.00017,0.00526,0.00543,0.125,0.02642,3.177,10.835,96.498,6.347,307.529,0.038,1.983,2.022,0.063,25.478,3.351,3.351,91.944,6.039,318.219
4301,29/06/2018 4:00,0.00007,0.0048,0.00487,0.13,0.02348,MS,MS,1.358,10.447,92.379,5.757,341.853,0.00026,0.00028,0.00797,0.00826,0.133,0.02461,3.547,10.906,95.228,9.696,326.774,0.089,6.04,6.13,0.069,21.424,3.907,3.907,92.053,5.876,303.593
4302,29/06/2018 5:00,0.00016,0.00876,0.00892,0.138,0.01957,MS,MS,1.803,10.575,90.701,4.52,351.536,0.00036,0.00217,0.01719,0.01936,0.144,0.01351,4.365,11.031,93.668,8.204,324.762,0.097,4.598,4.697,0.071,18.301,4.044,4.044,91.625,5.345,304.692
4303,29/06/2018 6:00,0.0009,0.00963,0.01053,0.161,0.01659,MS,MS,3.212,10.52,87.781,7.13,335.412,0.00075,0.00162,0.0136,0.01523,0.173,0.01594,4.697,11.286,88.772,6.822,328.257,2.561,11.115,13.679,0.079,11.097,5.984,5.984,91.586,5.387,305.809
4304,29/06/2018 7:00,0.00401,0.01194,0.01594,0.191,0.01506,MS,MS,6.308,10.369,83.596,5.122,5.69,0.00115,0.00823,0.01722,0.02545,0.201,0.01198,7.303,10.841,86.761,5.209,296.34,5.016,10.064,15.084,0.103,11.638,5.753,5.753,90.32,4.313,312.577
4305,29/06/2018 8:00,0.00601,0.00986,0.01587,0.179,0.02199,MS,MS,6.077,12.152,73.27,2.283,19.458,0.00182,0.01068,0.01421,0.02489,0.201,0.01781,8.673,12.627,82.055,3.098,144.379,4.075,6.311,10.391,0.095,19.9,6.649,6.649,76.703,5.654,282.593
4306,29/06/2018 9:00,0.00705,0.0113,0.01834,0.17,0.0274,MS,MS,8.979,13.372,75.288,6.573,147.798,0.00062,0.00095,0.00293,0.00388,0.118,0.03468,2.31,13.582,78.821,9.72,128.54,4.77,6.824,11.6,0.122,22.442,8.988,8.988,66.064,4.268,198.077
4307,29/06/2018 10:00,0.00215,0.00473,0.00689,0.127,0.03664,MS,MS,5.129,14.159,67.856,8.18,153.041,0.00043,0.00055,0.00189,0.00244,0.112,0.03783,1.966,14.453,69.931,9.338,128.139,4.23,8.241,12.478,0.112,32.162,10.342,10.342,63.726,8.044,164.954
4308,29/06/2018 11:00,0.00176,0.00385,0.00561,0.122,0.0391,MS,MS,7.476,15.25,61.182,6.538,149.947,0.00036,0.00055,0.00191,0.00247,0.115,0.039,2.684,15.753,63.878,6.049,118.971,1.244,3.569,4.821,0.064,40.038,5.233,5.233,60.956,9.277,154.556
4309,29/06/2018 12:00,0.00137,0.00381,0.00517,0.125,0.04233,MS,MS,11.219,16.14,56.18,6.045,192.482,0.00015,0.00061,0.00212,0.00273,0.119,0.04024,3.162,16.705,59.212,7.203,129.441,0.863,2.981,3.852,0.039,43.493,6.427,6.427,54.392,7.584,157.005
4310,29/06/2018 13:00,0.00149,0.00388,0.00537,0.135,0.04393,MS,MS,13.606,17.313,53.184,5.471,165.117,0.00026,0.00054,0.00225,0.00279,0.124,0.04147,5.83,17.665,56.057,8.044,137.72,0.667,3.086,3.762,0.036,46.932,7.309,7.309,48.922,6.407,159.96
4311,29/06/2018 14:00,0.00115,0.00406,0.00521,0.138,0.04374,MS,MS,12.635,17.682,52.126,5.791,132.069,0.00022,0.00055,0.00231,0.00286,0.124,0.04306,6.925,18.24,52.128,9.21,129.895,0.543,3.328,3.882,0.036,48.505,7.116,7.116,45.281,2.065,79.696
4312,29/06/2018 15:00,0.00065,0.00473,0.00538,0.147,0.04234,MS,MS,9.516,16.879,50.238,7.191,48.586,0.0002,0.00036,0.00231,0.00267,0.123,0.04396,6.439,17.861,50.282,6.514,153.307,0.455,4.612,5.078,0.038,42.755,4.707,4.707,51.847,2.395,135.041
4313,29/06/2018 16:00,0.00189,0.00878,0.01067,0.166,0.03472,MS,MS,8.563,13.81,66.167,8.393,166.227,0.00016,0.00144,0.00551,0.00695,0.13,0.03903,5.874,14.483,65.876,2.677,329.492,1.427,5.091,6.53,0.069,36.969,4.805,4.805,63.976,1.75,188.067
4314,29/06/2018 17:00,0.00373,0.01047,0.01421,0.186,0.03308,MS,MS,7.509,16.44,52.987,4.948,304.584,0.00033,0.00154,0.0045,0.00605,0.135,0.03589,3.729,17.306,49.537,5.115,260.691,0.578,4.228,4.819,0.05,39.013,4.122,4.122,51.776,3.512,297.798
4315,29/06/2018 18:00,0.00058,0.00631,0.0069,0.196,0.03057,MS,MS,4.531,15.765,58.691,8.184,260.944,0.00051,0.00145,0.00463,0.00607,0.151,0.03201,4.576,15.249,61.997,15.471,267.107,0.241,3.138,3.393,0.041,37.091,4.458,4.458,54.823,7.189,288.726
4316,29/06/2018 19:00,0.00085,0.00689,0.00774,0.179,0.03146,MS,MS,4.382,15.908,55.51,7.097,264.513,0.00022,0.00101,0.00575,0.00676,0.18,0.02922,6.205,14.718,71.355,8.628,265.671,0.251,2.945,3.211,0.041,37.004,4.876,4.876,60.344,7.738,283.109
4317,29/06/2018 20:00,0.00035,0.00523,0.00558,0.152,0.03225,MS,MS,3.57,15.561,57.584,8.913,294.331,0.00067,0.00135,0.00415,0.00551,0.148,0.03008,6.796,15.296,68.726,11.299,272.415,0.162,3.346,3.524,0.041,32.466,4.989,4.989,70.279,8.856,289.497
4318,29/06/2018 21:00,0.00046,0.00854,0.00899,0.151,0.02561,MS,MS,2.281,14.567,60.063,6.686,281.464,0.00093,0.00058,0.00322,0.00381,0.154,0.02824,4.501,14.226,69.792,7.4,279.254,0.116,3.138,3.27,0.038,27.768,3.471,3.471,71.655,6.794,286.494
4319,29/06/2018 22:00,0.00008,0.00714,0.00722,0.164,0.02317,MS,MS,1.357,13.2,66.603,3.312,353.334,0.00073,0.00037,0.0036,0.00397,0.136,0.02559,3.438,13.254,72.384,3.862,295.344,0.036,2.678,2.731,0.021,25.187,2.141,2.141,73.966,6.987,299.001
4320,29/06/2018 23:00,0.0003,0.00834,0.00864,0.149,0.01879,MS,MS,0.965,12.012,74.927,3.186,280.633,0.00037,0.00051,0.00518,0.00569,0.145,0.02094,3.765,12.335,77.665,5.176,285.209,0.032,2.999,3.049,0.031,21,2.092,2.092,82.918,5.985,295.909
4321,30/06/2018 0:00,0.00089,0.01261,0.0135,0.224,0.01324,MS,MS,1.38,11.3,77.948,4.039,257.914,0.00034,0.00101,0.00334,0.00436,0.127,0.02013,2.936,11.367,83.187,9.461,272.287,0.042,2.937,2.999,0.037,20.134,1.816,1.816,81.908,6.329,301.23
4322,30/06/2018 1:00,0.0007,0.01276,0.01347,0.206,0.01078,MS,MS,1.693,10.407,82.333,2.399,309.553,0.00036,0.00147,0.00336,0.00483,0.112,0.01769,1.412,10.626,85.336,8.754,274.491,0.031,2.494,2.545,0.033,20.778,1.352,1.352,80.733,6.673,311.487
4323,30/06/2018 2:00,0.00009,0.00716,0.00724,0.148,0.01501,MS,MS,0.581,9.808,86.677,1.575,13.262,Z,Z,Z,Z,Z,Z,1.016,10.107,86.493,8.168,274.676,0.062,5.343,5.419,0.038,15.911,1.41,1.41,84.304,6.103,317.568
4324,30/06/2018 3:00,0.00009,0.00448,0.00456,0.133,0.01681,MS,MS,0.134,9.757,84.56,3.916,338.998,0.00025,0.00101,0.00413,0.00514,0.115,0.01615,0.875,9.739,86.356,8.957,268.317,0.038,5.859,5.926,0.044,14.523,1.449,1.449,86.278,5.792,308.237
4325,30/06/2018 4:00,0.00009,0.00513,0.00522,0.136,0.01473,MS,MS,0.317,9.001,87.812,3.291,317.865,0.00031,0.00118,0.00401,0.00519,0.117,0.01572,0.765,9.059,89.651,8.973,270.593,0.172,5.87,6.066,0.052,12.455,1.031,1.031,89.258,7.011,309.351
4326,30/06/2018 5:00,0.00691,0.01802,0.02496,0.149,0.00303,MS,MS,1.93,8.359,91.076,2.16,284.902,0.00026,0.00136,0.0041,0.00546,0.121,0.0149,0.7,8.705,90.049,8.243,269.908,0.649,6.592,7.263,0.058,7.048,0.669,0.669,90.625,6.823,307.485
4327,30/06/2018 6:00,0.01261,0.0147,0.0273,0.2,0.00398,MS,MS,2.621,9.422,85.501,2.077,211.354,0.00027,0.00129,0.00404,0.00533,0.124,0.01338,0.982,8.903,87.72,7.196,264.476,2.752,6.832,9.604,0.075,7.839,0.939,0.939,84.336,7.496,312.657
4328,30/06/2018 7:00,0.00841,0.01051,0.01892,0.166,0.01126,MS,MS,1.826,11.886,69.865,5.9,286.49,0.00079,0.00217,0.00367,0.00584,0.128,0.01482,1.242,10.786,78.974,11.038,266.938,4.503,5.317,9.839,0.089,10.639,0.798,0.798,76.806,8.847,308.848
4329,30/06/2018 8:00,0.00565,0.00703,0.01268,0.152,0.01643,MS,MS,1.265,13.808,60.713,4.551,301.707,0.00122,0.00193,0.00312,0.00505,0.134,0.01867,1.12,13.099,67.661,7.355,267.04,4.93,5.331,10.28,0.118,14.692,1.288,1.288,67.206,7.879,291.044
4330,30/06/2018 9:00,0.00588,0.00717,0.01306,0.166,0.01872,MS,MS,2.545,15.471,56.437,2.166,91.447,0.00085,0.00187,0.00335,0.00523,0.142,0.02151,1.373,15.622,56.709,4.064,216.16,2.765,3.864,6.647,0.076,20.777,1.422,1.422,56.75,6.139,283.387
4331,30/06/2018 10:00,0.00195,0.00361,0.00556,0.148,0.02658,MS,MS,1.715,17.147,48.969,4.571,214.119,0.00027,0.00052,0.00152,0.00204,0.113,0.02881,0.558,17.482,44.519,5.003,195.564,1.533,2.97,4.521,0.054,26.098,1.488,1.488,48.988,3.285,237.39
4332,30/06/2018 11:00,0.0006,0.00167,0.00228,0.126,0.03249,MS,MS,1.193,18.703,40.763,2.907,198.245,0.00048,0.00032,0.0013,0.00163,0.113,0.03073,1.977,18.88,43.126,5.057,175.2,0.627,1.744,2.388,0.01,32.72,1.386,1.386,41.152,3.031,234.707
4333,30/06/2018 12:00,0.00038,0.00143,0.00181,0.119,0.03541,MS,MS,1.442,19.086,39.147,5.791,181.754,0.00036,0.00019,0.001,0.0012,0.109,0.034,1.667,19.509,39.234,7.362,158.901,0.202,0.929,1.147,-0.025,34.816,1.487,1.487,36.61,5.938,187.76
4334,30/06/2018 13:00,0.00037,0.00122,0.0016,0.115,0.03634,MS,MS,1.88,19.753,36.91,7.263,170.681,0.00015,0.00012,0.00077,0.00089,0.104,0.03519,1.652,20.061,37.98,10.529,145.252,0.236,1.056,1.307,-0.007,36.538,1.748,1.748,36.212,5.858,181.947
4335,30/06/2018 14:00,0.00037,0.00121,0.00157,0.119,0.03625,MS,MS,1.328,20.111,37.202,9.401,157.033,0.00023,0.00011,0.00073,0.00085,0.106,0.0353,1.86,20.213,36.709,9.168,152.092,0.277,1.212,1.503,0.004,36.761,1.852,1.852,36.189,8.009,186.342
4336,30/06/2018 15:00,0.00027,0.00109,0.00136,0.117,0.03589,MS,MS,1.489,20.522,34.869,4.48,219.038,0.00016,0.00012,0.00072,0.00084,0.106,0.03528,1.935,20.689,34.521,7.553,205.742,0.326,1.423,1.763,0.016,35.617,1.913,1.913,39.227,4.849,293.007
4337,30/06/2018 16:00,0.00027,0.00103,0.00131,0.118,0.03618,MS,MS,1.344,20.645,35.356,10.513,214.109,0.00018,0.0002,0.00106,0.00127,0.116,0.038,1.869,20.122,34.649,14.887,236.071,0.285,0.999,1.297,0.003,36.876,1.776,1.776,31.917,7.856,260.746
4338,30/06/2018 17:00,0.00045,0.00141,0.00186,0.127,0.03552,MS,MS,1.159,20.039,38.627,7.547,281.943,0.00021,0.00012,0.00061,0.00073,0.117,0.03793,1.758,21.487,30.213,12.374,243.134,0.281,1.056,1.349,0.005,38.868,1.731,1.731,31.781,11.456,276.485
4339,30/06/2018 18:00,0.00037,0.0015,0.00187,0.117,0.03624,MS,MS,1.097,20.816,30.864,13.485,299.261,0.00017,0.00012,0.00081,0.00094,0.108,0.03736,1.704,20.982,30.874,12.993,246.162,0.144,0.931,1.086,0.007,37.953,1.765,1.765,31.951,12.386,298.579
4340,30/06/2018 19:00,0.00035,0.00268,0.00302,0.126,0.03478,MS,MS,1.627,18.832,39.272,14.862,345.262,0.0003,0.00028,0.00226,0.00255,0.114,0.03509,1.942,20.2,33.561,11.411,295.657,0.159,1.215,1.385,0.012,36.611,1.766,1.766,34.744,12.343,296.483
4341,30/06/2018 20:00,0.00039,0.00323,0.00362,0.132,0.03255,MS,MS,1.406,17.522,47.48,17.767,349.577,0.00049,0.00031,0.0033,0.00362,0.115,0.03356,2.316,18.843,41.539,13.532,344.382,0.114,1.366,1.489,0.033,34.402,1.877,1.877,50.906,10.622,340.247
4342,30/06/2018 21:00,0.00013,0.00358,0.00372,0.161,0.03059,MS,MS,1.663,14.554,66.25,12.194,3.71,0.00029,0.00032,0.00549,0.00582,0.119,0.02872,2.931,15.183,65.571,9.65,34.54,0.111,2.181,2.3,0.057,31.348,2.311,2.311,70.496,6.57,7.77
4343,30/06/2018 22:00,0.00004,0.00471,0.00475,0.174,0.02712,MS,MS,0.539,13.059,75.716,8.966,350.227,0.00026,0.00033,0.00719,0.00753,0.128,0.02611,3.115,13.352,77.57,7.214,47.342,0.044,2.909,2.96,0.04,31.785,1.961,1.961,70.286,5.385,329.371
4344,30/06/2018 23:00,0.00005,0.00542,0.00547,0.18,0.02464,MS,MS,0.651,12.022,78.068,2.671,325.469,0.00028,0,0.00598,0.006,0.148,0.02746,4.884,13.162,78.571,2.192,331.426,0.042,4.121,4.17,0.056,27.649,3.317,3.317,74.544,3.209,271.551
4345,01/07/2018 0:00,0.00006,0.00507,0.00513,0.181,0.01951,MS,MS,1.369,10.789,86.839,0.912,187.121,0.00034,0.00006,0.00723,0.00729,0.172,0.02138,6.221,12.376,85.28,4.614,224.622,0.047,7.369,7.422,0.082,19.732,4.847,4.847,80.814,3.166,295.523
4346,01/07/2018 1:00,0.00022,0.01042,0.01063,0.261,0.01448,MS,MS,3.019,11.214,86.946,1.002,319.469,0.00036,0.00006,0.0051,0.00517,0.163,0.02006,6.523,11.891,87.29,3.596,268.286,0.081,7.19,7.277,0.065,17.583,4.177,4.177,82.872,3.711,328.527
4347,01/07/2018 2:00,0.00008,0.00819,0.00827,0.193,0.01863,MS,MS,2.49,11.477,81.976,5.888,348.846,Z,Z,Z,Z,Z,Z,6.838,12.34,82.936,7.261,358.135,0.054,3.839,3.898,0.063,24.607,3.661,3.661,78.754,2.4,359.669
4348,01/07/2018 3:00,0.00061,0.0118,0.01241,0.18,0.0138,MS,MS,1.737,10.91,84.611,6.351,333.464,0.00039,0.00013,0.00901,0.00914,0.148,0.02427,4.558,12.535,77.547,4.129,344.64,0.035,3.597,3.637,0.06,22.218,3.147,3.147,80.398,2.956,305.203
4349,01/07/2018 4:00,0.00003,0.01052,0.01056,0.165,0.01373,MS,MS,1.346,9.767,89.041,1.362,258.386,0.00025,0.00013,0.01261,0.01275,0.164,0.0149,4.124,11.454,84.965,3.996,266.154,0.095,11.647,11.746,0.064,14.598,3.63,3.63,84.003,5.42,295.003
4350,01/07/2018 5:00,0.00174,0.01751,0.01925,0.173,0.00913,MS,MS,1.783,9.357,89.008,2.776,270.005,0.00017,0.00023,0.00815,0.00839,0.163,0.01623,3.158,10.531,89.53,6.341,251.504,1.224,14.164,15.392,0.061,7.738,4.195,4.195,85.18,6.672,291.274
4351,01/07/2018 6:00,0.00612,0.01399,0.02011,0.172,0.01359,MS,MS,1.955,10.907,75.213,4.075,314.809,0.00033,0.0008,0.0053,0.00611,0.143,0.01566,2.326,9.867,88.215,7.19,255.887,1.532,7.863,9.399,0.067,12.274,3.652,3.652,84.559,6.751,288.588
4352,01/07/2018 7:00,0.00107,0.00591,0.00698,0.123,0.026,MS,MS,0.115,13.308,55.697,10.967,342.243,0.00127,0.0015,0.00571,0.00721,0.155,0.01883,1.231,11.839,73.783,4.746,274.605,2.603,7.389,9.996,0.077,12.149,3.152,3.152,78.375,5.988,290.865
4353,01/07/2018 8:00,0.00161,0.00583,0.00744,0.132,0.02486,MS,MS,0.448,13.873,58.529,10.277,355.758,0.00167,0.00155,0.00625,0.0078,0.137,0.02519,1.15,14.263,56.888,6.216,323.91,2.092,3.602,5.698,0.07,23.856,2.199,2.199,59.986,4.886,336.322
4354,01/07/2018 9:00,0.00074,0.00202,0.00276,0.125,0.02931,MS,MS,0.878,15.548,52.106,7.735,14.933,0.00076,0.00056,0.00194,0.00251,0.111,0.03011,0.999,16.155,46.865,9.599,18.947,0.246,1.024,1.275,0.043,31.476,1.718,1.718,50.315,6.586,18.152
4355,01/07/2018 10:00,0.0006,0.0016,0.00221,0.127,0.03212,MS,MS,1.236,16.383,48.772,7.183,28.828,0.00067,0.00056,0.00182,0.00239,0.106,0.03162,1.878,17.577,44.606,7.445,48.099,0.226,1.027,1.257,0.015,33.851,1.75,1.75,45.41,4.676,7.328
4356,01/07/2018 11:00,0.00043,0.00138,0.00181,0.118,0.03612,MS,MS,0.965,17.166,41.472,4.197,57.707,0.00051,0.00044,0.0018,0.00225,0.108,0.03535,1.844,18.202,41.464,4.894,69.863,0.176,0.984,1.165,-0.016,37.902,2.034,2.034,38.533,1.13,2.219
4357,01/07/2018 12:00,0.00028,0.00163,0.00191,0.115,0.03792,MS,MS,1.071,17.532,40.398,4.937,68.751,0.00033,0.00031,0.00181,0.00213,0.107,0.03633,1.811,18.122,43.613,7.085,98.115,0.216,1.33,1.551,-0.005,38.718,2.4,2.4,37.258,1.364,123.329
4358,01/07/2018 13:00,0.00062,0.00167,0.00229,0.124,0.03759,MS,MS,1.223,18.392,40.912,6.231,146.872,0.00032,0.00016,0.00116,0.00133,0.108,0.03781,1.522,19.591,37.866,8.739,152.775,0.174,0.769,0.948,-0.019,37.522,2.319,2.319,26.534,9.41,236.894
4359,01/07/2018 14:00,0.00024,0.00093,0.00116,0.103,0.03634,MS,MS,0.701,19.652,29.093,9.27,235.24,0.00017,0.00009,0.00082,0.00092,0.105,0.0374,1.147,19.899,33.425,12.72,205.889,0.149,0.626,0.781,-0.02,36.606,1.968,1.968,25.948,13.478,233.359
4360,01/07/2018 15:00,0.00045,0.00127,0.00172,0.097,0.03456,MS,MS,0.792,19.97,28.242,13.427,270.851,0.00001,0.00018,0.00092,0.0011,0.103,0.03604,0.998,20.422,30.353,13.107,227.527,0.204,0.756,0.966,-0.001,34.909,2.317,2.317,30.283,16.661,272.185
4361,01/07/2018 16:00,0.00078,0.00205,0.00283,0.098,0.03205,MS,MS,1.034,19.232,32.356,15.318,274.43,-0.00003,0.00021,0.00088,0.00109,0.097,0.03354,1.103,19.545,30.521,19.145,253.214,0.189,0.803,0.997,0.011,33.719,2.5,2.5,34.494,18.856,266.404
4362,01/07/2018 17:00,0.0027,0.0062,0.00887,0.114,0.02903,MS,MS,1.154,17.833,34.72,13.735,269.581,0.00003,0.00062,0.00285,0.00348,0.099,0.03167,1.697,17.716,39.246,11.406,263.414,0.175,0.84,1.02,0.003,34.999,2.322,2.322,35.842,16.542,261.612
4363,01/07/2018 18:00,0.00101,0.00403,0.00504,0.12,0.03276,MS,MS,1.589,16.372,47.145,2.475,106.006,0.00003,0.00092,0.00459,0.00551,0.105,0.031,2.134,15.808,56.803,9.054,90.714,0.152,0.942,1.1,0.001,41.425,2.466,2.466,32.31,9.462,284.21
4364,01/07/2018 19:00,0.00038,0.00235,0.00274,0.144,0.03341,MS,MS,1.857,15.625,55.479,8.927,105.764,0.00016,0.00039,0.00269,0.00309,0.109,0.0321,1.522,15.413,61.692,10.741,112.689,0.099,1.112,1.216,0.006,42.157,2.606,2.606,35.879,12.544,320.613
4365,01/07/2018 20:00,0.00026,0.00287,0.00313,0.15,0.03352,MS,MS,1.817,14.824,60.893,11.159,86.583,0.00005,0.00063,0.00575,0.00639,0.11,0.0295,2.123,15.062,62.988,10.925,87.929,0.172,2.308,2.486,0.029,37.684,2.906,2.906,48.93,6.19,50.442
4366,01/07/2018 21:00,0.00012,0.00364,0.00376,0.157,0.03087,MS,MS,1.748,13.36,71.309,7.809,100.3,-0.00003,0.00018,0.00509,0.00528,0.113,0.02991,2.015,13.641,73.675,9.448,95.087,0.106,3.874,3.986,0.042,35.312,3.338,3.338,60.808,4.845,106.041
4367,01/07/2018 22:00,0.00004,0.00497,0.00501,0.162,0.02599,MS,MS,1.517,11.791,81.206,1.903,182.799,0,0.00005,0.00363,0.00369,0.112,0.02862,1.821,12.06,83.92,6.765,120.271,0.028,6.421,6.454,0.064,29.267,5.126,5.126,68.908,2.973,128.192
4368,01/07/2018 23:00,0.00007,0.00584,0.00591,0.153,0.02515,MS,MS,1.385,11.328,80.853,2.149,158.926,-0.00007,0.00002,0.00511,0.00514,0.13,0.02682,4.974,11.85,84.637,3.366,162.438,0.027,7.417,7.451,0.06,27.202,4.573,4.573,72.631,3.983,142.855
4369,02/07/2018 0:00,0.00009,0.00829,0.00837,0.194,0.02,MS,MS,3.356,10.908,85.324,2.68,82.777,-0.0001,0.00005,0.0097,0.00976,0.123,0.02217,4.261,11.867,83.101,3.088,61.057,0.06,10.253,10.32,0.109,18.726,13.172,13.172,79.276,0.477,76.245
4370,02/07/2018 1:00,0.00007,0.00641,0.00648,0.154,0.02238,MS,MS,3.036,10.147,85.259,4.919,104.892,-0.00012,0.00009,0.00631,0.00641,0.117,0.02277,2.129,10.501,89.121,6.944,67.379,0.101,12.017,12.125,0.143,14.126,21.903,21.903,83.457,1.856,66.82
4371,02/07/2018 2:00,0.00007,0.00551,0.00558,0.145,0.02022,MS,MS,1.47,9.051,92.144,1.428,290.935,Z,Z,Z,Z,Z,Z,1.11,9.81,92.332,4.004,89.396,0.072,8.005,8.084,0.104,20.117,12.43,12.43,83.596,1.282,2.776
4372,02/07/2018 3:00,0.00038,0.00869,0.00907,0.136,0.02166,MS,MS,1.312,9.807,84.968,7.206,15.647,-0.0001,0.00006,0.00765,0.00772,0.12,0.02412,1.505,10.199,87.284,8.744,8.127,0.1,4.047,4.155,0.053,26.665,4.264,4.264,82.52,7.64,29.232
4373,02/07/2018 4:00,0.00004,0.0034,0.00344,0.119,0.02882,MS,MS,0.802,9.16,87.566,8.002,49.556,-0.00012,0.00001,0.00386,0.00387,0.11,0.02941,1.037,9.405,89.964,9.889,34.313,0.057,4.486,4.551,0.05,28.101,3.355,3.355,86.343,4.856,69.349
4374,02/07/2018 5:00,0.0001,0.00494,0.00505,0.114,0.02587,MS,MS,0.741,8.253,92.194,1.484,172.86,-0.00015,0.00009,0.00717,0.00726,0.115,0.02539,2.968,8.615,95.484,1.496,86.209,0.051,4.215,4.273,0.057,24.599,3.564,3.564,87.688,1.217,219.453
4375,02/07/2018 6:00,0.00095,0.0076,0.00856,0.137,0.0241,MS,MS,1.017,9.384,86.814,4.088,255.249,-0.00007,0.0003,0.00574,0.00605,0.124,0.02744,2.317,9.311,91.497,7.658,236.054,0.281,3.968,4.256,0.059,23.617,3.029,3.029,86.478,6.655,297.97
4376,02/07/2018 7:00,0.00059,0.00427,0.00486,0.126,0.02615,MS,MS,1.591,9.798,82.311,6.575,238.924,-0.00006,0.00056,0.00467,0.00523,0.13,0.02083,3.792,9.657,89.626,6.974,247.778,0.368,3.302,3.677,0.058,26.633,2.525,2.525,83,5.227,287.045
4377,02/07/2018 8:00,0.00072,0.00395,0.00467,0.147,0.0268,MS,MS,2.259,10.222,79.036,5.226,244.098,-0.0001,0.00068,0.00424,0.00493,0.127,0.02522,2.901,10.373,85.105,4.645,246.114,0.542,4.377,4.927,0.066,26.244,3.744,3.744,81.22,4.387,283.209
4378,02/07/2018 9:00,0.00055,0.00362,0.00417,0.128,0.02657,MS,MS,1.207,10.255,81.655,5.162,229.61,-0.00017,0.00041,0.00281,0.00322,0.12,0.03116,1.417,10.89,82.501,5.024,229.592,0.33,3.878,4.216,0.084,28.028,3.511,3.511,87.684,2.38,281.247
4379,02/07/2018 10:00,0.0005,0.00392,0.00441,0.146,0.02698,MS,MS,1.439,9.516,92.177,1.583,270.283,0,0.00106,0.00409,0.00516,0.13,0.02994,1.78,11.521,81.427,5.909,326.588,0.412,2.824,3.24,0.079,32.959,0.265,0.265,84.023,3.831,169.604
