7230,29/10/2018 5:00,0.01735,0.03258,0.04993,0.278,0.00339,MS,MS,2.358,3.354,63.256,2.484,40.502,0.00038,0.00234,0.02147,0.0238,0.149,0.01228,4.189,4.13,53.616,1.247,212.177,0.021,4.122,4.135,0.116,32.288,-0.161,-0.161,44.246,6.413,306.314
7231,29/10/2018 6:00,0.00486,0.02619,0.03105,0.296,0.00597,MS,MS,2.88,3.082,63.909,11.57,337.681,0.00135,0.02592,0.03735,0.06329,0.254,0.00181,18.874,4.114,53.973,5.778,336.596,2.157,20.377,22.527,0.171,14.79,1.475,1.475,52.826,1.894,242.836
7232,29/10/2018 7:00,0.02703,0.03456,0.06161,0.445,0.0016,MS,MS,4.671,2.07,69.557,4.387,338.16,0.00152,0.02515,0.03791,0.06306,0.326,0.00133,15.467,3.471,61.397,5.659,331.187,13.324,34.329,47.646,0.385,1.972,3.151,3.151,61.505,1.297,279.285
7233,29/10/2018 8:00,0.03673,0.03583,0.07256,0.515,0.00149,MS,MS,8.146,1.454,73.179,4.491,330.706,0.00161,0.07775,0.0431,0.12085,0.544,0.00116,21.455,2.915,66.317,1.903,312.396,31.62,37.681,69.294,0.485,1.082,3.67,3.67,67.63,1.137,289.302
7234,29/10/2018 9:00,0.08301,0.03945,0.12246,0.664,0.00289,MS,MS,16.166,2.584,70.904,2.75,223.312,0.00188,0.1033,0.042,0.14532,0.687,0.00276,17.09,3.173,64.197,3.198,219.021,41.726,33.799,75.516,0.588,4.864,6.147,6.147,60.98,2.69,263.179
7235,29/10/2018 10:00,0.05859,0.03716,0.09575,0.592,0.00709,MS,MS,16.325,5.318,58.741,3.785,183.766,C,C,C,C,0.406,0.00847,8.489,4.782,51.5,5.585,215.501,14.468,22.031,36.489,0.284,18.369,7.292,7.292,56.212,3.765,236.746
7236,29/10/2018 11:00,0.02689,0.02898,0.05586,0.406,0.01402,MS,MS,10.47,7.303,53.843,1.268,37.24,C,C,C,C,0.225,0.01973,6.077,6.991,50.024,0.778,242.039,5.241,11.014,16.238,0.184,29.132,5.58,5.58,47.947,3.279,232.925
7237,29/10/2018 12:00,0.01505,0.02087,0.03591,0.32,0.01995,MS,MS,8.421,8.589,47.658,0.987,222.821,C,C,C,C,0.277,0.02034,9.033,8.833,44.929,1.958,174.048,4.974,9.873,14.838,0.185,29.636,5.858,5.858,42.111,1.932,177.267
7238,29/10/2018 13:00,0.01448,0.02045,0.03493,0.294,0.02128,MS,MS,9.452,9.16,42.813,4.473,159.394,C,C,C,C,0.195,0.02793,3.166,9.908,40.248,1.311,187.897,2.561,5.85,8.408,0.147,33.905,4.052,4.052,33.625,4.36,258.25
7239,29/10/2018 14:00,0.00497,0.00939,0.01435,0.187,0.02892,MS,MS,4.421,10.083,36.75,5.974,167.893,0.00063,C,C,C,0.148,0.03216,1.596,10.735,35.662,7.759,164.393,4.225,10.026,14.234,0.178,30.717,6.219,6.219,34.8,6.389,202.982
7240,29/10/2018 15:00,0.00298,0.00669,0.00968,0.151,0.03197,MS,MS,2.386,10.957,31.245,7.145,190.054,0.00042,C,C,C,0.139,M,C,10.472,34.883,8.262,173.107,1.603,4.026,5.646,0.116,39.235,2.274,2.274,27.751,10.503,286.648
7241,29/10/2018 16:00,0.00158,0.00518,0.00675,0.111,0.03392,MS,MS,1.296,11.358,23.347,14.088,271.528,0.00077,C,C,C,0.162,0.01778,C,11.1,27.81,8.688,238.797,1.251,3.239,4.481,0.12,38.645,2.532,2.532,25.744,14.486,280.751
7242,29/10/2018 17:00,0.00068,0.00554,0.00622,0.097,0.03352,MS,MS,0.971,10.452,24.034,17.364,275.601,0.0012,C,C,C,0.137,0.02266,C,10.75,23.882,14.704,281.386,0.285,3.064,3.343,0.122,38.27,2.623,2.623,25.72,15.864,282.26
7243,29/10/2018 18:00,0.00076,0.00868,0.00942,0.105,0.03011,MS,MS,1.143,9.274,26.704,14.241,272.854,0.00028,C,C,C,0.137,0.0285,C,9.369,26.776,13.846,280.79,0.114,5.831,5.935,0.127,34.146,3.374,3.374,29.55,10.732,298.221
7244,29/10/2018 19:00,0.00013,0.00574,0.00587,0.117,0.03206,MS,MS,0.994,7.928,29.659,16.268,292.493,0.00002,0.00078,0.00577,0.00656,0.13,0.03007,-0.007,7.742,30.45,11.534,276.183,0.231,8.156,8.37,0.129,30.173,2.973,2.973,35.128,7.883,293.482
7245,29/10/2018 20:00,0.00011,0.00987,0.00998,0.15,0.0255,MS,MS,1.593,5.506,38.351,12.951,326.044,0.00025,0.00022,0.0084,0.00863,0.145,0.02694,0.396,6.534,34.142,7.791,313.632,0.56,15.715,16.253,0.158,20.813,2.953,2.953,41.348,4.577,287.889
7246,29/10/2018 21:00,0.00016,0.01558,0.01573,0.208,0.01906,MS,MS,2.245,4.297,43.76,7.637,334.322,0.00085,0.00081,0.01796,0.01878,0.162,0.01788,1.332,5.405,38.358,6.125,318.789,1.293,17.954,19.248,0.179,18.163,3.826,3.826,44.648,5.619,279.427
7247,29/10/2018 22:00,0.00021,0.01742,0.01764,0.207,0.01848,MS,MS,2.228,4.406,43.553,6.676,319.556,0.00071,0.00116,0.02121,0.02237,0.221,0.0146,0.859,4.009,43.262,5.39,260.145,0.524,15.23,15.749,0.161,21.65,0.909,0.909,44.492,5.339,289.409
7248,29/10/2018 23:00,0.00022,0.02106,0.02128,0.245,0.0134,MS,MS,2.05,2.745,49.412,4.14,350.403,0.00091,0.00212,0.02137,0.0235,0.217,0.01393,0.651,3.11,46.665,5.12,264.825,0.057,9.466,9.518,0.136,25.132,1.509,1.509,48.716,6.129,310.907
7249,30/10/2018 0:00,0.00082,0.02391,0.02472,0.248,0.00914,MS,MS,2.424,1.141,57.849,0.322,1.597,0.00158,0.0013,0.01888,0.02019,0.189,0.01516,0.586,2.113,50.434,5.096,258.594,0.065,9.877,9.936,0.123,23.504,1.609,1.609,52.436,5.476,313.532
7250,30/10/2018 1:00,0.00531,0.02657,0.03189,0.254,0.00483,MS,MS,3.153,0.221,67.358,2.189,140.897,0.00093,0.00079,0.01135,0.01214,0.169,0.01998,0.32,1.868,52.286,6.05,282.099,0.091,10.934,11.019,0.124,21.708,1.395,1.395,54.346,6.291,310.933
7251,30/10/2018 2:00,0.02595,0.03317,0.05913,0.312,0.0006,MS,MS,6.036,0.106,67.41,3.298,97.574,Z,Z,Z,Z,Z,Z,0.306,1.076,58.811,3.432,266.663,0.076,9.266,9.336,0.116,21.517,1.45,1.45,56.968,7.631,313.394
7252,30/10/2018 3:00,0.02445,0.03262,0.05706,0.353,0.00073,MS,MS,12.351,-0.707,74.138,2.646,104.559,0.00024,0.00304,0.02332,0.02637,0.187,0.00827,0.619,0.597,62.776,4.115,263.36,0.097,9.374,9.465,0.113,20.517,0.855,0.855,58.843,7.215,315.976
7253,30/10/2018 4:00,0.03344,0.03414,0.06756,0.31,0.00055,MS,MS,4.238,-1.233,73.726,2.64,163.051,0.00017,0.00162,0.01248,0.01411,0.172,0.01778,0.129,1.143,55.215,7.347,280.553,0.322,13.282,13.598,0.119,18.763,0.926,0.926,60.226,7.144,301.641
7254,30/10/2018 5:00,0.05191,0.0339,0.08578,0.352,0.00073,MS,MS,5.05,-0.867,74.673,3.805,143.606,0.00016,0.00133,0.01341,0.01474,0.168,0.0184,0.126,1.217,52.089,7.45,282.091,0.541,15.221,15.756,0.134,15.079,0.987,0.987,59.407,5.942,303.267
7255,30/10/2018 6:00,0.09758,0.04063,0.13822,0.543,0.00071,MS,MS,6.936,-0.591,72.188,4.3,157.891,0.00018,0.00354,0.02145,0.025,0.216,0.0127,0.734,1.293,51.873,8.201,280.002,1.439,20.975,22.409,0.17,10.464,1.423,1.423,59.662,5.15,313.753
7256,30/10/2018 7:00,0.03856,0.03645,0.075,0.325,0.00084,MS,MS,5.625,0.779,64.377,1.045,159.309,0.00041,0.02436,0.03373,0.05812,0.303,0.00338,1.429,1.125,55.39,7.909,268.65,3.852,24.37,28.217,0.239,8.203,1.912,1.912,57.526,5.21,306.441
7257,30/10/2018 8:00,0.05014,0.03906,0.08924,0.383,0.00108,MS,MS,5.486,2.553,59.154,3.15,285.09,0.0004,0.01847,0.03375,0.05224,0.339,0.0026,1.685,1.932,51.53,6.31,261.662,2.074,21.099,23.167,0.204,11.553,2.26,2.26,53.014,6.125,296.772
7258,30/10/2018 9:00,0.05611,0.03451,0.09061,0.356,0.00588,MS,MS,6.434,4.279,50.735,4.788,274.313,0.00059,0.02508,0.0307,0.05578,0.319,0.00476,3.043,2.889,48.73,6.404,256.75,4.356,16.024,20.376,0.21,16.505,2.824,2.824,51.362,5.611,300.106
7259,30/10/2018 10:00,0.0114,0.01829,0.02969,0.241,0.01749,MS,MS,3.274,8.077,37.133,10.372,289.257,0.00067,0.01686,0.0207,0.03756,0.263,C,2.906,6.027,41.692,7.912,272.882,7.015,13.638,20.648,0.174,20.46,3.162,3.162,43.481,8.559,284.578
7260,30/10/2018 11:00,0.00502,0.01035,0.01537,0.183,0.02479,MS,MS,3.08,10.257,30.692,14.069,290.146,0.00069,0.00396,0.00738,0.01135,0.154,C,1.3,9.703,31.373,12.309,277.754,3.051,7.588,10.635,0.167,27.997,2.79,2.79,35.167,11.786,288.861
7261,30/10/2018 12:00,0.00256,0.00558,0.00814,0.14,0.03009,MS,MS,2.902,10.76,26.944,20.971,286.98,0.00088,0.00409,0.00646,0.01055,0.143,0.03047,1.151,10.377,27.31,16.253,285.491,1.049,2.603,3.647,0.154,34.898,2.555,2.555,28.63,16.693,286.686
7262,30/10/2018 13:00,0.00132,0.00349,0.00481,0.128,0.03266,MS,MS,2.565,11.316,24.469,19.654,282.905,0.00138,0.00445,0.00567,0.01012,0.135,0.03248,2.196,11.165,24.245,17.481,287.565,0.652,1.773,2.421,0.125,36.715,1.852,1.852,24.846,17.097,290.192
7263,30/10/2018 14:00,0.00135,0.00586,0.00721,0.14,0.02937,MS,MS,2.74,10.115,30.013,13.209,5.619,0.00097,0.00371,0.00854,0.01225,0.145,0.02905,1.467,10.533,27.357,7.832,308.145,0.811,4.288,5.095,0.137,32.23,3.273,3.273,30.079,7.486,23.042
7264,30/10/2018 15:00,0.00107,0.00698,0.00805,0.162,0.02735,MS,MS,3.184,8.984,33.858,11.162,27.479,0.00037,0.00346,0.01447,0.01793,0.184,0.02285,2.837,9.847,32.139,8.11,30.207,1,7.138,8.134,0.164,29.493,3.112,3.112,36.4,6.164,52.422
7265,30/10/2018 16:00,0.00173,0.01021,0.01194,0.197,0.02424,MS,MS,3.516,8.499,36.57,5.959,46.556,0.00047,0.00506,0.01772,0.02278,0.223,0.02044,3.468,9.362,33.989,6.266,13.67,1.192,7.03,8.217,0.171,29.627,1.908,1.908,34.452,2.032,9.647
7266,30/10/2018 17:00,0.00312,0.01754,0.02066,0.245,0.01818,MS,MS,5.738,8.522,34.704,2.686,275.884,0.00093,0.00478,0.02196,0.02675,0.212,0.01603,3.036,9.811,31.929,2.798,235.811,0.459,4.616,5.071,0.138,33.548,0.8,0.8,28.443,13.894,287.18
7267,30/10/2018 18:00,0.00193,0.01003,0.01193,0.138,0.02628,MS,MS,2.774,8.414,28.432,16.118,275.931,0.00206,0.00378,0.00762,0.0114,0.149,0.02908,0.592,8.614,27.641,12.75,269.582,0.132,5.612,5.74,0.141,31.733,1.328,1.328,30.863,10.14,287.633
7268,30/10/2018 19:00,0.0007,0.01049,0.01118,0.132,0.02523,MS,MS,2.503,6.988,31.892,14.046,281.461,0.00077,0.00162,0.01396,0.01558,0.186,0.02341,0.97,6.706,32.016,8.159,260.679,0.176,5.123,5.295,0.136,30.908,1.816,1.816,36.518,8.863,301.806
7269,30/10/2018 20:00,0.00012,0.00898,0.00911,0.134,0.02647,MS,MS,2.65,6.22,33.88,11.742,284.445,0.00019,0.00034,0.01546,0.0158,0.206,0.02127,1.178,5.354,35.245,5.915,241.51,0.827,13.566,14.388,0.153,21.945,2.773,2.773,41.084,8.33,288.327
7270,30/10/2018 21:00,0.00079,0.0116,0.01238,0.138,0.02373,MS,MS,2.431,5.537,36.145,10.897,280.326,0.00029,0.00174,0.01434,0.01608,0.176,0.02252,1.165,4.287,38.15,7.714,267.405,0.801,13.176,13.973,0.158,21.474,1.732,1.732,44.213,6.946,296.131
7271,30/10/2018 22:00,0.00006,0.00789,0.00795,0.137,0.02727,MS,MS,1.744,5.302,36.752,12.237,287.368,0.0005,0.00194,0.01011,0.01205,0.155,0.02503,0.934,3.534,42.452,9.098,264.372,0.055,7.218,7.27,0.146,27.325,0.937,0.937,44.756,6.055,298.387
7272,30/10/2018 23:00,0.00026,0.00869,0.00894,0.13,0.02693,MS,MS,3.216,5.212,35.783,11.619,276.795,0.00046,0.00154,0.01414,0.01568,0.172,0.02173,3.703,3.303,42.86,7.173,264.707,0.047,5.737,5.78,0.13,29.056,0.443,0.443,44.657,6.401,304.479
7273,31/10/2018 0:00,0.00201,0.02352,0.02552,0.159,0.01348,MS,MS,3.82,3.739,40.852,4.942,233.305,0.00045,0.00129,0.02231,0.0236,0.196,0.01287,1.398,1.852,47.572,3.431,245.189,0.016,5.392,5.405,0.127,29.311,0.342,0.342,45.423,5.475,314.383
7274,31/10/2018 1:00,0.01434,0.03331,0.04765,0.195,0.0041,MS,MS,10.986,1.721,51.452,3.098,183.857,0.00039,0.00337,0.02559,0.02896,0.216,0.01159,1.449,1.756,47.339,4.307,262.913,0.026,9.354,9.376,0.128,25.788,0.771,0.771,47.263,4.93,314.62
7275,31/10/2018 2:00,0.00669,0.03304,0.03972,0.208,0.00262,MS,MS,5.05,1.623,53.193,3.495,175.192,Z,Z,Z,Z,Z,Z,1.162,1.71,47.957,4.041,247.944,0.031,7.791,7.819,0.139,28.15,1.395,1.395,45.321,5.238,301.872
7276,31/10/2018 3:00,0.01444,0.03484,0.04928,0.239,0.00082,MS,MS,5.436,0.833,57.401,2.503,174.62,0.00124,0.01008,0.0343,0.04438,0.268,0.00225,2.617,0.713,54.773,2.073,240.771,0.089,11.71,11.796,0.143,23.455,2.317,2.317,48.282,4.703,292.632
7277,31/10/2018 4:00,0.00511,0.03042,0.03554,0.216,0.0022,MS,MS,4.242,0.492,62.552,2.587,167.439,0.00102,0.00159,0.02297,0.02456,0.195,0.0091,3.261,0.43,56.439,3.192,226.369,0.027,10.574,10.594,0.134,26.361,6.764,6.764,46.403,4.249,314.027
7278,31/10/2018 5:00,0.00436,0.02905,0.03342,0.22,0.00415,MS,MS,4.411,0.492,60.188,2.649,172.625,0.00073,0.00632,0.03014,0.03647,0.213,0.0039,4.821,0.479,56.58,2.643,229.546,0.377,17.505,17.872,0.164,16.479,10.038,10.038,49.003,3.647,296.008
7279,31/10/2018 6:00,0.02169,0.03333,0.05501,0.277,0.00081,MS,MS,5.224,0.243,63.541,2.698,156.477,0.00046,0.0058,0.02682,0.03262,0.237,0.00801,4.476,1.469,51.071,4.291,222.323,0.255,16.679,16.924,0.174,19.512,7.774,7.774,46.54,4.135,301.344
7280,31/10/2018 7:00,0.06977,0.04191,0.11171,0.566,0.00097,MS,MS,10.076,1.096,58.59,2.199,114.876,0.00073,0.02004,0.03449,0.05453,0.332,0.00306,4.885,2.241,53.383,7.189,219.374,2.943,27.116,30.041,0.373,9.514,9.222,9.222,51.966,2.945,312.729
7281,31/10/2018 8:00,0.08019,0.04069,0.12088,0.649,0.00103,MS,MS,10.4,0.343,68.556,1.33,91.537,0.00088,0.02289,0.03564,0.05853,0.347,0.00439,7.523,2.44,58.488,8.936,222.157,23.914,37.365,61.272,1.029,1.916,16.623,16.623,57.847,0.871,16.599
7282,31/10/2018 9:00,0.06453,0.0405,0.10497,0.688,0.00222,MS,MS,9.116,2.285,61.723,2.51,160.873,0.00056,0.00837,0.02762,0.03598,0.258,0.01095,5.521,3.665,54.044,8.11,201.204,29.739,35.279,65.022,1.387,4.725,15.634,15.634,54.423,0.545,60.183
7283,31/10/2018 10:00,0.01886,0.0313,0.05017,0.345,0.00783,MS,MS,6.73,3.746,55.856,3.136,183.397,0.00063,0.0102,0.0264,0.0366,0.298,0.01115,5.997,4.318,51.801,4.346,217.415,25.268,32.777,58.036,1.161,7.865,24.526,24.526,51.975,1.883,277.361
7284,31/10/2018 11:00,0.03518,0.0338,0.06898,0.391,0.00809,MS,MS,11.241,5.399,48.984,2.065,198.537,0.00123,0.01416,0.02429,0.03845,0.297,0.01213,6.208,5.196,49.423,3.377,217.602,6.28,15.955,22.233,0.252,20.71,8.418,8.418,46.088,3.458,290.675
7285,31/10/2018 12:00,0.01331,0.02142,0.03474,0.263,0.01574,MS,MS,8.664,6.904,41.553,4.399,209.114,0.00064,0.01108,0.01834,0.02941,0.278,0.01651,5.836,6.946,44.98,2.966,250.034,5.183,11.889,17.069,0.204,23.014,6.415,6.415,43.373,4.573,269.748
7286,31/10/2018 13:00,0.01073,0.01489,0.02563,0.228,0.02201,MS,MS,8.042,9.066,35.331,9.051,248.906,0.00063,0.00659,0.01109,0.01769,0.216,0.02504,3.283,9.475,35.618,6.271,260.416,1.832,5.611,7.44,0.167,31.036,5.009,5.009,36.532,8.422,278.337
7287,31/10/2018 14:00,0.002,0.00585,0.00784,0.158,0.0288,MS,MS,3.462,10.172,31.32,13.577,278.358,0.00067,0.00164,0.00466,0.0063,0.152,0.03225,0.68,9.987,32.889,10.941,261.687,0.741,3.345,4.083,0.196,32.753,3.394,3.394,32.857,10.234,275.499
7288,31/10/2018 15:00,0.00214,0.00587,0.00801,0.157,0.02858,MS,MS,7.45,10.693,29.81,9.768,278.959,0.00043,0.0017,0.00563,0.00733,0.169,0.03079,0.969,10.635,31.151,5.846,243.817,0.573,1.879,2.449,0.134,34.274,2.922,2.922,28.829,12.743,287.275
7289,31/10/2018 16:00,0.00137,0.00433,0.0057,0.149,0.02993,MS,MS,3.573,11.343,27.535,14.264,285.743,0.00061,0.00212,0.00554,0.00767,0.177,0.03045,1.22,11.444,28.984,8.344,243.964,0.776,2.42,3.193,0.138,33.61,2.671,2.671,28.602,14.235,274.418
7290,31/10/2018 17:00,0.00202,0.01016,0.01218,0.167,0.02382,MS,MS,3.402,10.487,30.052,15.273,275.001,0.00116,0.00354,0.00682,0.01035,0.171,0.02878,1.204,11.032,29.181,13.274,283.964,0.302,3.223,3.521,0.144,32.021,3.027,3.027,31.067,12.835,277.533
7291,31/10/2018 18:00,0.00176,0.01366,0.01542,0.165,0.0205,MS,MS,3.536,8.969,34.244,11.647,268.728,0.00046,0.00231,0.00846,0.01077,0.172,0.02705,0.832,9.439,33.269,11.962,271.808,0.084,4.719,4.8,0.144,29.521,3.237,3.237,36.362,9.126,290.272
7292,31/10/2018 19:00,0.0014,0.01483,0.01623,0.181,0.01919,MS,MS,3.966,7.518,38.762,10.861,273.365,0.00027,0.00068,0.01202,0.0127,0.201,0.0228,1.411,7.494,38.336,7.739,253.256,0.102,6.347,6.445,0.148,27.164,2.242,2.242,41.488,9.077,292.806
7293,31/10/2018 20:00,0.00574,0.02534,0.03108,0.211,0.01101,MS,MS,4.797,6.772,41.121,9.925,267.753,0.00027,0.00178,0.01201,0.01377,0.187,0.02402,1.577,6.638,41.143,10.015,265.069,0.056,5.365,5.417,0.151,28.147,1.745,1.745,44.105,6.809,307.346
7294,31/10/2018 21:00,0.00431,0.02641,0.03069,0.232,0.00941,MS,MS,6.193,5.825,44.374,6.542,260.938,0.00029,0.00038,0.01441,0.01481,0.229,0.02075,2.427,5.668,43.987,6.702,249.596,0.047,6.145,6.188,0.154,27.116,2.014,2.014,46.674,7.114,307.188
7295,31/10/2018 22:00,0.00886,0.02652,0.03538,0.219,0.01204,MS,MS,4.473,6.436,42.519,10.582,264.889,0.00032,0.00065,0.00862,0.00928,0.179,0.02633,1.983,5.276,45.746,9.712,252.473,0.078,5.67,5.744,0.145,28.65,1.795,1.795,46.374,9.57,293.466
7296,31/10/2018 23:00,0.00047,0.00963,0.01011,0.17,0.0269,MS,MS,2.703,7.538,38.485,12.892,275.632,0.00017,0.00099,0.00739,0.00837,0.157,0.02856,1.263,5.782,43.681,11.381,254.771,0.048,5.446,5.489,0.14,28.981,1.856,1.856,47.083,9.018,303.04
7297,01/11/2018 0:00,0.00019,0.00584,0.00603,0.159,0.02634,MS,MS,4.215,5.686,50.661,26.701,336.061,0.00042,0.00037,0.00524,0.00562,0.161,0.0301,11.412,6.585,45.744,20.491,326.451,0.206,3.731,3.934,0.145,29.732,3.366,3.366,55.222,19.633,339.387
7298,01/11/2018 1:00,0.00005,0.00297,0.00302,0.153,0.02825,MS,MS,2.365,3.317,71.582,30.483,350.037,0,0.00032,0.00442,0.00474,0.143,0.03028,4.433,3.797,70.011,25.616,341.482,0.202,2.479,2.678,0.136,32.405,1.501,1.501,71.203,19.342,343.674
7299,01/11/2018 2:00,0.00007,0.00255,0.00261,0.154,0.03059,MS,MS,1.643,2.667,76.788,30.013,345.245,Z,Z,Z,Z,Z,Z,1.953,3.009,77.874,25.582,340.302,0.201,1.761,1.958,0.132,35.823,1.041,1.041,72.287,20.592,342.171
7300,01/11/2018 3:00,0.00004,0.0017,0.00174,0.149,0.03186,MS,MS,1.905,2.868,70.372,28.595,335.244,0.00003,0.00022,0.00377,0.004,0.137,0.0343,1.537,3.217,69.794,24.823,330.877,0.29,1.706,1.992,0.131,35.389,1.293,1.293,68.467,23.315,333.77
7301,01/11/2018 4:00,0.00008,0.0018,0.00188,0.139,0.03087,MS,MS,1.836,3.397,64.23,23.068,319.122,-0.00001,0.00024,0.00305,0.00329,0.138,0.0334,1.212,3.807,62.512,20.877,323.25,0.322,2.785,3.103,0.126,33.824,1.372,1.372,63.952,20.866,332.094
7302,01/11/2018 5:00,0.0001,0.00272,0.00283,0.143,0.02874,MS,MS,2.206,3.546,62.104,27.059,329.625,-0.00002,0.00047,0.00436,0.00482,0.144,0.03055,1.568,4.062,60.098,18.696,321.557,0.399,2.379,2.775,0.128,32.269,1.972,1.972,60.15,22.577,335.502
7303,01/11/2018 6:00,0.00017,0.00389,0.00407,0.154,0.02623,MS,MS,2.617,3.216,62.93,22.399,327.739,0.00014,0.00078,0.00565,0.00643,0.153,0.02821,1.836,3.774,60.999,19.582,324.101,0.307,3.408,3.714,0.135,30.429,2.361,2.361,61.299,18.758,329.076
7304,01/11/2018 7:00,0.00047,0.00761,0.00807,0.168,0.02272,MS,MS,3.031,2.788,64.969,14.727,326.214,0.00015,0.00178,0.011,0.01278,0.173,0.02337,2.743,3.323,63.858,19.321,329.83,0.242,5.24,5.481,0.144,28.128,3.107,3.107,63.522,15.5,321.876
7305,01/11/2018 8:00,0.00056,0.00822,0.00878,0.176,0.02243,MS,MS,3.125,2.631,65.785,15.17,318.774,0.00016,0.00186,0.0128,0.01466,0.319,0.02146,4.024,3.126,65.326,13.977,325.611,0.171,6.142,6.313,0.152,27.911,2.87,2.87,63.553,9.454,302.384
7306,01/11/2018 9:00,0.00091,0.00774,0.00865,0.167,0.02368,MS,MS,2.741,2.796,63.098,12.942,329.774,0.0002,0.00265,0.01472,0.01737,0.29,0.02099,4.684,3.32,61.956,11.863,327.872,0.354,5.552,5.907,0.151,29.131,2.527,2.527,60.531,8.466,314.016
7307,01/11/2018 10:00,0.00103,0.00573,0.00677,0.155,0.0254,MS,MS,2.594,3.134,61.152,15.786,330.683,0.00018,0.003,0.01106,0.01406,0.215,0.02454,4.882,3.596,59.292,14.068,331.866,0.894,5.645,6.541,0.154,28.698,3.023,3.023,59.161,9.968,329.09
7308,01/11/2018 11:00,0.00095,0.00335,0.0043,0.151,0.02613,MS,MS,2.238,3.589,61.817,14.117,337.096,0.00024,0.00399,0.00926,0.01325,0.182,0.02514,4.627,4.059,59.731,10.744,342.462,1.306,3.906,5.215,0.142,28.499,1.995,1.995,60.152,11.469,338.881
7309,01/11/2018 12:00,0.00103,0.00244,0.00348,0.149,0.0266,MS,MS,1.991,4.64,56.743,11.397,331.635,0.00025,0.00365,0.00696,0.01061,0.176,0.02675,3.491,4.658,56.663,7.771,348.251,1.153,3.449,4.605,0.144,29.235,1.782,1.782,56.284,6.021,338.871
7310,01/11/2018 13:00,0.00098,0.00358,0.00457,0.149,0.02732,MS,MS,1.953,4.388,54.252,8.597,12.317,0.0002,0.00369,0.00853,0.01222,0.174,0.02608,3.735,4.751,53.146,7.046,353.753,0.926,3.428,4.356,0.137,31.351,1.753,1.753,51.923,6.094,1.759
7311,01/11/2018 14:00,0.00121,0.00507,0.00628,0.157,0.02637,MS,MS,2.73,4.374,55.474,6.901,34.294,0.00007,0.0026,0.00857,0.01117,0.177,0.026,4.054,5.019,52.92,6.182,40.518,0.73,3.268,4.002,0.142,30.918,1.683,1.683,53.731,5.164,61.533
7312,01/11/2018 15:00,0.00123,0.00595,0.00718,0.197,0.02544,MS,MS,3.983,4.125,57.013,8.655,71.025,0.00008,0.00222,0.00746,0.00968,0.168,0.02627,4.496,4.935,54.213,6.456,91.561,1.552,6.941,8.499,0.17,27.29,2.937,2.937,57.613,7.405,90.288
7313,01/11/2018 16:00,0.00171,0.00648,0.00819,0.176,0.02416,MS,MS,4.53,4.071,57.795,7.549,104.45,0.00002,0.00164,0.00804,0.00969,0.174,0.02541,3.751,4.565,57.081,9.082,99.622,1.321,9.285,10.611,0.201,25.206,3.306,3.306,57.696,7.94,102.078
7314,01/11/2018 17:00,0.00109,0.00673,0.00782,0.17,0.02406,MS,MS,5.345,3.886,58.737,9.828,104.908,0.00003,0.00138,0.00756,0.00894,0.186,0.02531,4.777,4.233,59.242,10.375,103.73,0.858,10.021,10.885,0.2,23.829,4.228,4.228,58.564,8.979,109.602
7315,01/11/2018 18:00,0.00048,0.00864,0.00911,0.172,0.02102,MS,MS,7.15,3.429,61.968,9.513,113.696,-0.00004,0.0004,0.00574,0.00614,0.147,0.02572,5.575,3.622,62.056,11.714,119.366,0.359,8.732,9.094,0.189,24.664,4.313,4.313,60.255,10.393,119.26
7316,01/11/2018 19:00,0.00043,0.009,0.00943,0.168,0.01963,MS,MS,7.168,2.931,65.51,11.173,127.022,-0.00008,0.00035,0.00504,0.00539,0.144,0.02357,6.04,2.696,69.783,11.171,131.163,0.321,9.921,10.258,0.181,23.726,5.262,5.262,60.787,13.539,140.973
7317,01/11/2018 20:00,0.00059,0.00704,0.00762,0.155,0.02001,MS,MS,7.047,2.45,67.86,11.562,138.108,-0.0001,0.0004,0.0048,0.00519,0.139,0.02308,5.351,2.342,73.805,13.782,134.837,0.237,6.668,6.914,0.164,24.488,3.143,3.143,64.533,15.179,142.789
7318,01/11/2018 21:00,0.00032,0.00655,0.00688,0.149,0.01993,MS,MS,5.023,2.01,68.813,10.935,136.064,-0.00002,0.00017,0.00274,0.00291,0.134,0.02587,4.752,2.298,74.269,19.025,139.216,0.238,6.295,6.544,0.175,24.459,1.838,1.838,66.163,11.362,152.344
7319,01/11/2018 22:00,0.00032,0.00472,0.00503,0.144,0.02023,MS,MS,4.624,1.751,74.575,12.955,142.409,-0.0001,0.00014,0.00245,0.00259,0.133,0.02392,4.313,1.946,81.487,20.697,139.412,0.182,4.71,4.904,0.157,24.469,2.143,2.143,70.376,16.556,145.523
7320,01/11/2018 23:00,0.0002,0.00485,0.00506,0.151,0.0207,MS,MS,5.538,1.793,79.65,12.471,144.238,-0.00006,0.00012,0.00223,0.00235,0.134,0.02475,5.622,1.893,85.676,18.634,137.945,0.047,3.963,4.021,0.145,24.376,3.357,3.357,75.536,16.861,145.333
7321,02/11/2018 0:00,0.00057,0.00416,0.00473,0.146,0.02129,MS,MS,4.49,1.495,80.532,11.688,142.756,-0.00021,0.00015,0.00214,0.00229,0.132,0.02477,5.301,1.584,85.689,20.269,138.1,0.015,3.329,3.357,0.14,25.233,3.681,3.681,77.678,16.858,141.798
